
Initial statistics: 135 variables; iteration 0; function evaluation 0; phase 1
Function value 6.1071593e+03; maximum gradient component mag -2.2413e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
190  0.21875  5.88037e-01 |191  0.25790  3.01329e+00 |192  0.02383 -2.73267e+00
193 -0.00738 -6.42180e-01 |194 -0.17587 -1.19016e+00 |195 -0.11521 -5.41372e+00
196 -0.55060  9.96785e-02 |197  0.17370  4.78811e-01 |198  0.09659 -1.62521e+00
199 -0.25794 -6.07643e-01 |
199 variables; iteration 80; function evaluation 90; phase 4
Function value 6.0603181e+03; maximum gradient component mag 1.4718e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42237  3.66765e-01 |  2  0.37135  4.51139e+00 |  3 -0.13092  1.24431e+00
  4 -0.00427  2.75787e+00 |  5 -0.72582  2.43574e-01 |  6 -0.60990  2.85903e+00
  7  0.37307  3.50524e+00 |  8 -0.18413 -2.03656e+00 |  9  0.04255  1.72792e+00
 10 -0.62239 -6.30498e-01 | 11 -0.62980 -4.98963e+00 | 12 -0.05409 -4.66043e+00
 13 -0.00879 -2.11982e-02 | 14 -0.00898 -2.18497e-02 | 15 -0.00916 -2.25152e-02
 16 -0.00934 -2.31918e-02 | 17 -0.00951 -2.38771e-02 | 18 -0.00967 -2.45657e-02
 19 -0.00983 -2.52522e-02 | 20 -0.00998 -2.59307e-02 | 21 -0.01012 -2.65946e-02
 22 -0.01024 -2.72368e-02 | 23 -0.01035 -2.78496e-02 | 24 -0.01045 -2.84250e-02
 25 -0.01053 -2.89544e-02 | 26 -0.01060 -2.94285e-02 | 27 -0.01064 -2.98371e-02
 28 -0.01067 -3.01691e-02 | 29 -0.01067 -3.04130e-02 | 30 -0.01065 -3.05588e-02
 31 -0.01061 -3.05984e-02 | 32 -0.01055 -3.05230e-02 | 33 -0.01045 -3.03234e-02
 34 -0.01034 -2.99894e-02 | 35 -0.01020 -2.95092e-02 | 36 -0.01002 -2.88694e-02
 37 -0.00983 -2.80553e-02 | 38 -0.00960 -2.70524e-02 | 39 -0.00935 -2.58467e-02
 40 -0.00907 -2.44216e-02 | 41 -0.00877 -2.27744e-02 | 42 -0.00846 -2.08945e-02
 43 -0.00813 -1.87761e-02 | 44 -0.00779 -1.64183e-02 | 45 -0.00746 -1.38272e-02
 46 -0.00713 -1.10208e-02 | 47 -0.00683 -8.03155e-03 | 48 -0.00655 -4.90160e-03
 49 -0.00631 -1.68140e-03 | 50 -0.00611  1.57725e-03 | 51 -0.00595  4.82314e-03
 52 -0.00585  8.00088e-03 | 53 -0.00578  1.10419e-02 | 54 -0.00575  1.38613e-02
 55 -0.00573  1.63554e-02 | 56 -0.00571  1.83995e-02 | 57 -0.00566  1.98387e-02
 58 -0.00557  2.04707e-02 | 59 -0.00540  2.00437e-02 | 60 -0.00513  1.82654e-02
 61 -0.00474  1.48330e-02 | 62 -0.00419  9.49689e-03 | 63 -0.00348  2.19696e-03
 64 -0.00257 -6.73368e-03 | 65 -0.00143 -1.63770e-02 | 66 -0.00004 -2.53446e-02
 67  0.00162 -3.24876e-02 | 68  0.00356 -3.80686e-02 | 69  0.00579 -4.37318e-02
 70  0.00829 -4.99544e-02 | 71  0.01105 -5.52269e-02 | 72  0.01401 -5.91611e-02
 73  0.01709 -6.02249e-02 | 74  0.02012 -6.76088e-02 | 75  0.02285 -9.21272e-02
 76  0.02531 -9.04233e-02 | 77  0.02724 -7.79486e-02 | 78  0.02836 -8.34369e-02
 79  0.02876 -8.64110e-02 | 80  0.02849 -8.72892e-02 | 81  0.02766 -8.31113e-02
 82  0.02629 -7.54397e-02 | 83  0.02425 -8.62893e-02 | 84  0.02150 -1.06972e-01
 85  0.01829 -8.65827e-02 | 86  0.01457 -6.85653e-02 | 87  0.01070 -6.23389e-02
 88  0.00725 -5.49437e-02 | 89  0.00462 -4.91481e-02 | 90  0.00295 -4.60198e-02
 91  0.00200 -4.57805e-02 | 92  0.00138 -4.66988e-02 | 93  0.00089 -4.77408e-02
 94  0.00104 -4.95492e-02 | 95  0.00200 -4.85420e-02 | 96  0.00245 -3.54594e-02
 97  0.00444 -1.89380e-02 | 98  0.00727 -2.54031e-03 | 99  0.01171 -1.36074e-02
100  0.01232 -2.66072e-02 |101  0.01149 -5.42419e-02 |102  0.01087 -8.16992e-02
103  0.00374 -7.27219e-02 |104  0.00480 -4.32548e-03 |105  0.02589  6.66602e-02
106  0.02700  1.63029e-01 |107  0.00039  3.02953e-01 |108  0.01730  9.44816e-02
109  0.08916  5.44978e-01 |110  0.03564  6.34435e-01 |111 -0.01257  3.12121e-01
112  0.00745  7.35667e-01 |113  0.02192  8.60809e-01 |114  0.03822  7.16154e-01
115  0.00765  4.71478e-01 |116 -0.06261  2.94399e-01 |117 -0.07920 -9.37279e-03
118 -0.07755 -3.10430e-01 |119 -0.03578  1.73437e-03 |120  0.06434 -1.17753e-01
121  0.02200 -2.67604e-02 |122  0.00822 -4.07103e-01 |123 -0.03184 -2.94665e-01
124 -0.07902 -1.21405e-01 |125 -0.02065 -1.23399e-01 |126 -0.01177 -3.01004e-01
127 -0.03832 -1.94729e-02 |128  0.01523 -5.59331e-01 |129  0.06608 -6.54262e-01
130  0.02464 -4.76867e-01 |131  0.09498 -6.08598e-01 |132  0.02023 -3.86309e-01
133  0.15247 -2.76332e-01 |134  0.01275 -1.03591e-01 |135 -0.03289 -1.15819e-02
136 -0.04004 -1.57103e-01 |137 -0.01542 -1.44859e-01 |138  0.06320 -1.09640e-01
139  0.00027 -3.01544e-02 |140 -0.00246 -7.18806e-02 |141 -0.00507  2.48157e-02
142 -0.00014  9.51606e-04 |143 -0.00000 -1.91529e-13 |144  0.22781 -3.10713e+00
145  0.14035 -7.19586e-01 |146  0.03723  3.75878e+00 |147  0.29543 -4.48997e+00
148  0.01706  2.18695e+00 |149 -0.11265  3.84187e+00 |150 -0.45447  9.33111e-02
151  0.32049  2.95004e-01 |152  0.04503  4.47813e-01 |153 -0.23625 -3.43153e-02
154  0.16425 -1.90498e-01 |155  0.25685  1.48204e-01 |156  0.16679 -1.82146e-02
157  0.25271 -6.08716e-02 |158  0.00444  7.04977e-02 |159 -0.09820 -3.70353e-01
160  0.13019  2.64121e-01 |161  0.30377 -3.15709e-01 |162  0.15811 -7.25684e-01
163  0.24405  9.49795e-01 |164 -0.35337  2.11788e-01 |165  0.24294 -3.00466e-02
166  0.05298 -5.10370e-01 |167 -0.18984 -7.18912e+00 |168  0.19766 -1.11924e-01
169  0.31698 -2.85741e-01 |170  0.07793 -7.12155e-01 |171 -0.53419  4.26469e-04
172 -0.46059  4.54581e-01 |173  0.21014 -1.66171e+00 |174  0.11772  9.63119e-01
175 -0.12497  1.47183e+01 |176  0.05218  5.73225e-01 |177  0.11782 -5.08915e-02
178  0.32266 -1.65445e-01 |179  0.27370  9.86490e-01 |180  0.00521  8.59877e-02
181  0.00695 -3.81498e-02 |182 -0.15347  1.21037e+00 |183 -0.12543  1.33152e+00
184  0.00807 -1.66236e-01 |185  0.40132  1.11436e-01 |186  0.01989 -2.84964e-01
187 -0.15521  2.46878e-03 |188  0.09794 -4.86081e+00 |189  0.15897 -6.58822e+00
190  0.21877  1.70150e+00 |191  0.25797  6.94164e+00 |192  0.02369 -5.63436e+00
193 -0.00746 -2.63295e+00 |194 -0.17596 -9.53962e-01 |195 -0.11551 -9.78022e+00
196 -0.55290  2.41944e-01 |197  0.17211 -1.36952e-01 |198  0.09684 -1.06808e+00
199 -0.25832 -3.94998e-01 |
199 variables; iteration 100; function evaluation 122; phase 4
Function value 6.0602855e+03; maximum gradient component mag -2.7762e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42243  3.16032e-01 |  2  0.37122  2.55405e-01 |  3 -0.13060  1.34488e-01
  4 -0.00438  1.94447e-01 |  5 -0.72601 -5.10104e-02 |  6 -0.61004  2.16299e-02
  7  0.37293 -1.22955e-01 |  8 -0.18372  2.57891e-02 |  9  0.04232  1.34011e-01
 10 -0.62216  2.22393e-01 | 11 -0.62969  7.55492e-02 | 12 -0.05153 -1.75724e+00
 13 -0.00873 -8.45227e-03 | 14 -0.00892 -8.38760e-03 | 15 -0.00909 -8.34706e-03
 16 -0.00927 -8.33602e-03 | 17 -0.00944 -8.36087e-03 | 18 -0.00960 -8.42804e-03
 19 -0.00975 -8.54495e-03 | 20 -0.00990 -8.72006e-03 | 21 -0.01004 -8.96273e-03
 22 -0.01016 -9.28322e-03 | 23 -0.01027 -9.69256e-03 | 24 -0.01037 -1.02023e-02
 25 -0.01045 -1.08246e-02 | 26 -0.01051 -1.15717e-02 | 27 -0.01056 -1.24557e-02
 28 -0.01059 -1.34881e-02 | 29 -0.01059 -1.46789e-02 | 30 -0.01058 -1.60367e-02
 31 -0.01054 -1.75700e-02 | 32 -0.01048 -1.92846e-02 | 33 -0.01040 -2.11829e-02
 34 -0.01029 -2.32612e-02 | 35 -0.01015 -2.55072e-02 | 36 -0.00999 -2.78966e-02
 37 -0.00981 -3.03894e-02 | 38 -0.00959 -3.29282e-02 | 39 -0.00936 -3.54360e-02
 40 -0.00909 -3.78116e-02 | 41 -0.00881 -3.99534e-02 | 42 -0.00850 -4.17373e-02
 43 -0.00819 -4.30422e-02 | 44 -0.00786 -4.37589e-02 | 45 -0.00754 -4.38054e-02
 46 -0.00722 -4.31414e-02 | 47 -0.00692 -4.17771e-02 | 48 -0.00664 -3.97603e-02
 49 -0.00641 -3.71628e-02 | 50 -0.00621 -3.40562e-02 | 51 -0.00605 -3.04937e-02
 52 -0.00595 -2.65018e-02 | 53 -0.00588 -2.20904e-02 | 54 -0.00584 -1.72559e-02
 55 -0.00581 -1.20053e-02 | 56 -0.00578 -6.39794e-03 | 57 -0.00573 -5.94002e-04
 58 -0.00562  5.08367e-03 | 59 -0.00544  1.00844e-02 | 60 -0.00516  1.36098e-02
 61 -0.00476  1.46971e-02 | 62 -0.00422  1.25547e-02 | 63 -0.00351  7.32214e-03
 64 -0.00260  1.10601e-03 | 65 -0.00146 -1.84415e-03 | 66 -0.00004  1.86189e-03
 67  0.00166  9.04348e-03 | 68  0.00362  1.24808e-02 | 69  0.00588  1.93252e-02
 70  0.00849  4.30353e-02 | 71  0.01132  6.06907e-02 | 72  0.01426  5.56906e-02
 73  0.01725  4.12598e-02 | 74  0.02032  4.90445e-02 | 75  0.02296  1.01584e-02
 76  0.02557  4.82948e-02 | 77  0.02746  5.74508e-02 | 78  0.02843  2.34629e-02
 79  0.02896  4.85737e-02 | 80  0.02863  3.54178e-02 | 81  0.02766  1.25060e-02
 82  0.02645  4.79967e-02 | 83  0.02440  3.10880e-02 | 84  0.02142 -4.20472e-02
 85  0.01825 -1.98904e-02 | 86  0.01431 -5.76027e-02 | 87  0.01043 -6.29352e-02
 88  0.00701 -5.78666e-02 | 89  0.00438 -6.21183e-02 | 90  0.00268 -7.41162e-02
 91  0.00172 -8.80883e-02 | 92  0.00108 -1.03415e-01 | 93  0.00059 -1.14563e-01
 94  0.00084 -1.05260e-01 | 95  0.00199 -7.26639e-02 | 96  0.00251 -5.53390e-02
 97  0.00438 -8.09710e-02 | 98  0.00661 -2.08805e-01 | 99  0.01125 -1.77621e-01
100  0.01195 -1.63097e-01 |101  0.01165 -5.32526e-02 |102  0.01147  2.42192e-02
103  0.00330 -1.95983e-01 |104  0.00450 -6.01735e-02 |105  0.02672  1.90392e-01
106  0.02659 -2.63304e-02 |107 -0.00000  1.24069e-01 |108  0.01711 -2.22662e-01
109  0.08907 -1.57303e-01 |110  0.03518  1.88786e-01 |111 -0.01170  2.62396e-01
112  0.00706  1.95768e-01 |113  0.02133  1.69037e-01 |114  0.03823  1.89582e-01
115  0.00750  2.45095e-01 |116 -0.06272  1.82191e-01 |117 -0.07987 -2.97353e-01
118 -0.07721 -7.80133e-02 |119 -0.03574  2.06629e-01 |120  0.06474  2.39091e-01
121  0.02049 -4.04584e-01 |122  0.00895  2.06716e-01 |123 -0.03189 -6.67434e-03
124 -0.07807  3.95440e-01 |125 -0.02070  9.12527e-02 |126 -0.01218 -1.48674e-01
127 -0.03845  1.92149e-01 |128  0.01544 -6.61328e-02 |129  0.06562 -3.87987e-02
130  0.02558  2.06274e-01 |131  0.09443 -2.09910e-01 |132  0.02052 -1.98938e-02
133  0.15160 -4.06783e-01 |134  0.01209 -2.80101e-01 |135 -0.03280  5.51106e-02
136 -0.03999 -1.09423e-01 |137 -0.01548 -1.26250e-01 |138  0.06343  2.48503e-02
139  0.00026 -3.58743e-02 |140 -0.00212  2.23283e-02 |141 -0.00503  2.07865e-02
142 -0.00016 -4.47171e-03 |143  0.00000 -1.95672e-14 |144  0.22532 -1.81052e-01
145  0.13761 -1.10253e+00 |146  0.03670 -2.16235e-01 |147  0.29545  1.47359e-01
148  0.01733  1.11836e-01 |149 -0.11330 -4.06735e-02 |150 -0.45739 -1.12974e-01
151  0.31702  1.22169e-01 |152  0.04560 -5.78276e-02 |153 -0.23674 -1.04272e-01
154  0.16439  2.58677e-01 |155  0.25705  1.96241e-01 |156  0.16665 -8.49579e-02
157  0.25271  7.14466e-02 |158  0.00452 -3.32788e-03 |159 -0.09848  4.96036e-02
160  0.12878 -1.01217e-01 |161  0.30344  8.35076e-02 |162  0.15806  1.28550e-01
163  0.24409  1.26569e-01 |164 -0.35553 -4.29178e-02 |165  0.24221  2.69524e-02
166  0.05334 -3.83862e-02 |167 -0.18990 -2.50369e-01 |168  0.19902  1.45523e-01
169  0.31737  4.47012e-02 |170  0.07770 -1.99771e-01 |171 -0.53638  1.73710e-04
172 -0.46444  2.42033e-02 |173  0.20912 -4.02453e-02 |174  0.12204 -2.90454e-01
175 -0.12850  1.29405e+00 |176  0.05040  8.90958e-02 |177  0.11731 -2.34628e-02
178  0.32217  2.09605e-01 |179  0.27340  1.02433e-01 |180  0.00682 -4.29218e-02
181  0.00748 -6.56993e-02 |182 -0.15433  5.09057e-02 |183 -0.12592 -1.30042e-02
184  0.00695 -1.34705e-01 |185  0.40043 -2.40631e-01 |186  0.02080  3.78281e-02
187 -0.15583 -9.25344e-02 |188  0.09784 -2.24137e-01 |189  0.15892 -3.05179e-01
190  0.21873  1.20474e-01 |191  0.25789  3.54545e-01 |192  0.02386 -3.20183e-01
193 -0.00726 -2.05626e-01 |194 -0.17628 -1.04687e-01 |195 -0.11562 -2.25177e-01
196 -0.55881 -1.58643e-01 |197  0.16954 -1.50670e-01 |198  0.09707 -2.77622e+00
199 -0.25798 -5.39650e-01 |
199 variables; iteration 120; function evaluation 155; phase 4
Function value 6.0602822e+03; maximum gradient component mag -3.4999e-02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42247  2.51356e-02 |  2  0.37125  1.07654e-02 |  3 -0.13048  1.36407e-02
  4 -0.00449  1.11397e-02 |  5 -0.72555  1.92335e-04 |  6 -0.61009  1.67944e-03
  7  0.37298  8.82689e-03 |  8 -0.18359  1.23898e-02 |  9  0.04217  8.10824e-03
 10 -0.62207 -2.77223e-03 | 11 -0.62970  3.19993e-03 | 12 -0.04993 -3.49988e-02
 13 -0.00872 -3.80248e-04 | 14 -0.00891 -4.02635e-04 | 15 -0.00908 -4.30165e-04
 16 -0.00926 -4.62344e-04 | 17 -0.00943 -4.98413e-04 | 18 -0.00959 -5.37285e-04
 19 -0.00975 -5.77583e-04 | 20 -0.00989 -6.17633e-04 | 21 -0.01003 -6.55494e-04
 22 -0.01015 -6.89009e-04 | 23 -0.01026 -7.15885e-04 | 24 -0.01036 -7.33804e-04
 25 -0.01044 -7.40566e-04 | 26 -0.01050 -7.34245e-04 | 27 -0.01054 -7.13366e-04
 28 -0.01057 -6.77058e-04 | 29 -0.01057 -6.25183e-04 | 30 -0.01055 -5.58468e-04
 31 -0.01051 -4.78711e-04 | 32 -0.01044 -3.89134e-04 | 33 -0.01035 -2.94538e-04
 34 -0.01024 -2.01454e-04 | 35 -0.01009 -1.18035e-04 | 36 -0.00993 -5.36591e-05
 37 -0.00973 -1.79989e-05 | 38 -0.00951 -1.95248e-05 | 39 -0.00926 -6.37321e-05
 40 -0.00899 -1.51553e-04 | 41 -0.00870 -2.76741e-04 | 42 -0.00839 -4.27123e-04
 43 -0.00806 -5.84843e-04 | 44 -0.00774 -7.29046e-04 | 45 -0.00741 -8.40326e-04
 46 -0.00710 -9.05203e-04 | 47 -0.00680 -9.19432e-04 | 48 -0.00654 -8.88155e-04
 49 -0.00630 -8.23241e-04 | 50 -0.00612 -7.38914e-04 | 51 -0.00598 -6.47791e-04
 52 -0.00588 -5.58650e-04 | 53 -0.00583 -4.76315e-04 | 54 -0.00580 -4.02221e-04
 55 -0.00580 -3.36348e-04 | 56 -0.00578 -2.80352e-04 | 57 -0.00574 -2.41878e-04
 58 -0.00565 -2.41264e-04 | 59 -0.00548 -3.20785e-04 | 60 -0.00521 -5.50436e-04
 61 -0.00481 -1.01476e-03 | 62 -0.00426 -1.74854e-03 | 63 -0.00353 -2.60353e-03
 64 -0.00260 -3.15214e-03 | 65 -0.00143 -2.93991e-03 | 66 -0.00002 -2.15192e-03
 67  0.00166 -1.57164e-03 | 68  0.00361 -1.48054e-03 | 69  0.00585 -1.79927e-03
 70  0.00836 -1.35643e-03 | 71  0.01112 -9.84909e-04 | 72  0.01407 -1.51951e-03
 73  0.01714 -5.68046e-04 | 74  0.02016 -1.46655e-03 | 75  0.02298 -4.06220e-03
 76  0.02540 -2.61247e-03 | 77  0.02723 -3.11324e-03 | 78  0.02835 -3.97227e-03
 79  0.02876  1.83836e-03 | 80  0.02846 -1.25325e-03 | 81  0.02758 -6.60815e-04
 82  0.02615 -2.58832e-03 | 83  0.02416 -1.31131e-03 | 84  0.02149 -2.91044e-03
 85  0.01817 -3.82596e-03 | 86  0.01437 -2.02685e-03 | 87  0.01047 -2.97605e-03
 88  0.00699 -2.50695e-03 | 89  0.00434 -2.91837e-03 | 90  0.00265 -3.28121e-03
 91  0.00170 -3.22076e-03 | 92  0.00107 -2.86050e-03 | 93  0.00059 -2.26411e-03
 94  0.00076 -1.32844e-03 | 95  0.00174 -1.25409e-03 | 96  0.00215 -2.84276e-03
 97  0.00410 -3.12712e-03 | 98  0.00688 -1.34916e-03 | 99  0.01138 -3.11318e-03
100  0.01210 -2.95962e-03 |101  0.01142 -3.29202e-03 |102  0.01104 -1.73756e-03
103  0.00393 -9.68040e-04 |104  0.00468 -2.41453e-03 |105  0.02587 -4.79470e-03
106  0.02679 -1.51359e-03 |107 -0.00057  1.71508e-03 |108  0.01775  4.30486e-03
109  0.08956  7.22534e-03 |110  0.03468  3.48818e-03 |111 -0.01217 -1.97340e-03
112  0.00698  1.46460e-03 |113  0.02135  7.62720e-03 |114  0.03830  7.16913e-03
115  0.00731  2.11883e-03 |116 -0.06301  6.95436e-03 |117 -0.07921  2.23143e-03
118 -0.07705  6.00743e-04 |119 -0.03603  1.49851e-03 |120  0.06449  7.05503e-03
121  0.02143  5.57512e-03 |122  0.00853  4.22441e-03 |123 -0.03172  2.25663e-04
124 -0.07890  5.72042e-04 |125 -0.02083  1.54378e-03 |126 -0.01173  2.62326e-03
127 -0.03904  1.79827e-03 |128  0.01558  1.35576e-03 |129  0.06589  1.22847e-03
130  0.02490 -6.18543e-04 |131  0.09510  3.80600e-03 |132  0.02057  1.36390e-03
133  0.15229  1.50506e-03 |134  0.01280  1.45141e-03 |135 -0.03287 -1.28717e-03
136 -0.03960  1.20860e-03 |137 -0.01498 -1.18005e-03 |138  0.06359 -2.00639e-03
139  0.00036  2.03146e-04 |140 -0.00220  6.48757e-04 |141 -0.00513 -2.11392e-03
142 -0.00014 -1.45316e-04 |143  0.00000  9.33184e-13 |144  0.22339 -9.68906e-03
145  0.13629 -1.88818e-03 |146  0.03671 -7.32036e-03 |147  0.29544  6.79611e-03
148  0.01725 -4.05462e-03 |149 -0.11342 -6.74145e-03 |150 -0.45676  2.40822e-04
151  0.31643 -8.98083e-07 |152  0.04536 -8.43957e-04 |153 -0.23656  3.44488e-03
154  0.16387 -6.49995e-03 |155  0.25682  5.55509e-03 |156  0.16659 -3.67073e-03
157  0.25270  5.14958e-03 |158  0.00456 -1.72304e-03 |159 -0.09864 -2.72796e-03
160  0.12856 -4.42495e-03 |161  0.30341  5.65405e-03 |162  0.15768 -4.81165e-03
163  0.24392  5.24172e-03 |164 -0.35539 -5.63706e-04 |165  0.24225  6.05647e-04
166  0.05332 -3.02689e-03 |167 -0.18997 -2.40292e-02 |168  0.19742 -3.26607e-03
169  0.31704  1.37830e-03 |170  0.07791 -8.08154e-03 |171 -0.53762  1.44568e-04
172 -0.46638 -7.26664e-04 |173  0.20848  4.96209e-03 |174  0.12337  2.18416e-03
175 -0.12925 -1.46866e-02 |176  0.04936 -2.88424e-03 |177  0.11716 -6.55088e-03
178  0.32181  1.79164e-03 |179  0.27334  4.69372e-03 |180  0.00768 -1.95991e-03
181  0.00762 -1.76280e-03 |182 -0.15459 -5.85306e-03 |183 -0.12604 -6.02901e-03
184  0.00754 -5.42103e-04 |185  0.40106  2.63435e-03 |186  0.02033 -2.39415e-03
187 -0.15575 -2.80085e-04 |188  0.09777 -2.64742e-02 |189  0.15881 -2.45392e-02
190  0.21870  1.35624e-02 |191  0.25786  2.39697e-02 |192  0.02389 -2.14955e-02
193 -0.00712 -9.14288e-03 |194 -0.17638 -1.08738e-02 |195 -0.11574 -2.98874e-02
196 -0.55942  3.14442e-04 |197  0.16948  8.12608e-04 |198  0.09732 -3.81558e-03
199 -0.25933 -3.59222e-03 |

 - final statistics:
199 variables; iteration 135; function evaluation 181
Function value 6.0603e+03; maximum gradient component mag -7.0830e-04
Exit code = 1;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42247  1.66891e-04 |  2  0.37125  1.29584e-04 |  3 -0.13048  8.98210e-05
  4 -0.00449  1.11853e-04 |  5 -0.72555 -1.05787e-04 |  6 -0.61009  9.48734e-05
  7  0.37298  1.16173e-04 |  8 -0.18359 -5.08477e-06 |  9  0.04217  5.72495e-05
 10 -0.62206  7.07183e-05 | 11 -0.62970 -8.56858e-05 | 12 -0.04988 -4.10516e-04
 13 -0.00872  8.73579e-06 | 14 -0.00890  1.01306e-05 | 15 -0.00908  1.22781e-05
 16 -0.00926  1.52137e-05 | 17 -0.00943  1.89065e-05 | 18 -0.00959  2.32421e-05
 19 -0.00975  2.80254e-05 | 20 -0.00989  3.29845e-05 | 21 -0.01003  3.77809e-05
 22 -0.01015  4.20288e-05 | 23 -0.01026  4.53186e-05 | 24 -0.01035  4.72447e-05
 25 -0.01043  4.74341e-05 | 26 -0.01050  4.55739e-05 | 27 -0.01054  4.14370e-05
 28 -0.01057  3.49052e-05 | 29 -0.01057  2.59871e-05 | 30 -0.01055  1.48393e-05
 31 -0.01051  1.79896e-06 | 32 -0.01044 -1.25599e-05 | 33 -0.01035 -2.74001e-05
 34 -0.01024 -4.16138e-05 | 35 -0.01009 -5.38860e-05 | 36 -0.00993 -6.28482e-05
 37 -0.00973 -6.73579e-05 | 38 -0.00951 -6.68724e-05 | 39 -0.00926 -6.17911e-05
 40 -0.00899 -5.35902e-05 | 41 -0.00870 -4.47694e-05 | 42 -0.00839 -3.80347e-05
 43 -0.00806 -3.55203e-05 | 44 -0.00774 -3.79595e-05 | 45 -0.00741 -4.43420e-05
 46 -0.00710 -5.23268e-05 | 47 -0.00680 -5.92203e-05 | 48 -0.00653 -6.29812e-05
 49 -0.00630 -6.27288e-05 | 50 -0.00612 -5.86223e-05 | 51 -0.00598 -5.13686e-05
 52 -0.00588 -4.17316e-05 | 53 -0.00583 -3.02685e-05 | 54 -0.00580 -1.72118e-05
 55 -0.00580 -2.51077e-06 | 56 -0.00578  1.40208e-05 | 57 -0.00574  3.24401e-05
 58 -0.00565  5.21170e-05 | 59 -0.00549  7.05802e-05 | 60 -0.00521  8.19406e-05
 61 -0.00481  7.65616e-05 | 62 -0.00426  4.71501e-05 | 63 -0.00353  4.36830e-06
 64 -0.00259 -1.92506e-05 | 65 -0.00142 -1.25204e-05 | 66 -0.00001 -4.54220e-06
 67  0.00166  9.34694e-06 | 68  0.00361  1.87425e-05 | 69  0.00585 -9.30382e-05
 70  0.00836  6.76591e-05 | 71  0.01112  2.00822e-04 | 72  0.01407  1.48840e-04
 73  0.01713 -1.02810e-05 | 74  0.02016  2.64204e-04 | 75  0.02299 -2.50720e-04
 76  0.02540 -2.91955e-04 | 77  0.02724  4.07245e-05 | 78  0.02836  1.16579e-04
 79  0.02874 -3.48473e-05 | 80  0.02845 -1.93551e-04 | 81  0.02757 -1.04902e-05
 82  0.02615 -1.62005e-05 | 83  0.02415 -5.41208e-05 | 84  0.02150  4.01850e-04
 85  0.01818 -9.30679e-05 | 86  0.01437 -2.89200e-04 | 87  0.01047 -2.33788e-04
 88  0.00699  3.94289e-05 | 89  0.00434 -4.17434e-05 | 90  0.00265 -6.99282e-05
 91  0.00170 -6.13118e-05 | 92  0.00107 -5.27068e-05 | 93  0.00059 -3.49525e-05
 94  0.00075  2.33242e-05 | 95  0.00173  1.16177e-04 | 96  0.00215  7.85036e-05
 97  0.00410 -5.09319e-05 | 98  0.00687  4.60183e-04 | 99  0.01138 -3.40941e-05
100  0.01210 -1.57511e-04 |101  0.01142 -2.61506e-04 |102  0.01104  6.75007e-05
103  0.00392 -3.32692e-04 |104  0.00468 -3.02346e-06 |105  0.02589  1.33242e-04
106  0.02680  2.77144e-04 |107 -0.00057  2.48812e-06 |108  0.01775  1.65967e-05
109  0.08956 -4.77080e-05 |110  0.03469 -4.86648e-05 |111 -0.01216  1.49384e-04
112  0.00699  3.57133e-04 |113  0.02135 -1.00906e-04 |114  0.03830 -2.31475e-04
115  0.00732  4.18314e-04 |116 -0.06301 -2.72867e-04 |117 -0.07920  1.91658e-05
118 -0.07704  1.09125e-05 |119 -0.03602  3.55159e-05 |120  0.06449 -3.22466e-05
121  0.02143  2.82106e-05 |122  0.00853 -4.15751e-05 |123 -0.03172  5.93074e-05
124 -0.07890 -8.78981e-05 |125 -0.02083  7.03477e-05 |126 -0.01173 -6.53860e-05
127 -0.03904  3.61774e-05 |128  0.01558 -1.35728e-04 |129  0.06589 -3.99327e-05
130  0.02491  8.90860e-06 |131  0.09509 -1.56755e-04 |132  0.02057 -5.27386e-05
133  0.15228 -1.39460e-04 |134  0.01280 -2.61174e-04 |135 -0.03287 -7.08299e-04
136 -0.03961  7.51556e-05 |137 -0.01498  2.03331e-04 |138  0.06360  8.14969e-05
139  0.00036  2.45933e-04 |140 -0.00220  6.47075e-05 |141 -0.00512 -2.80965e-05
142 -0.00014 -5.44562e-06 |143  0.00000  3.47289e-13 |144  0.22332 -1.73227e-04
145  0.13623  4.57762e-05 |146  0.03671  6.49093e-05 |147  0.29544 -7.99442e-05
148  0.01725  6.88743e-05 |149 -0.11342  3.42843e-05 |150 -0.45678  3.40104e-05
151  0.31642 -2.71826e-05 |152  0.04536  8.49708e-05 |153 -0.23658 -2.37347e-04
154  0.16387  6.24003e-06 |155  0.25682  8.64309e-05 |156  0.16659 -6.16025e-06
157  0.25270  2.37052e-05 |158  0.00457  6.67043e-06 |159 -0.09864 -3.69555e-05
160  0.12857  4.52674e-05 |161  0.30341  1.48584e-05 |162  0.15768 -3.94713e-05
163  0.24392  8.12477e-05 |164 -0.35539 -8.01633e-05 |165  0.24225 -1.45629e-05
166  0.05332  4.34384e-06 |167 -0.18997 -3.14079e-04 |168  0.19743  5.35443e-06
169  0.31704  2.33974e-06 |170  0.07791 -3.54503e-05 |171 -0.53816  9.82961e-05
172 -0.46639  1.00966e-05 |173  0.20848 -1.58449e-05 |174  0.12337  2.14908e-04
