
Initial statistics: 135 variables; iteration 0; function evaluation 0; phase 1
Function value 6.1071593e+03; maximum gradient component mag -2.2413e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 55 -0.00653 -1.43289e-01 | 56 -0.00655 -1.51717e-01 | 57 -0.00654 -1.59042e-01
 58 -0.00646 -1.64854e-01 | 59 -0.00631 -1.68675e-01 | 60 -0.00603 -1.69930e-01
 61 -0.00562 -1.68036e-01 | 62 -0.00503 -1.62441e-01 | 63 -0.00425 -1.52874e-01
 64 -0.00324 -1.39650e-01 | 65 -0.00200 -1.24027e-01 | 66 -0.00050 -1.08697e-01
 67  0.00125 -9.69855e-02 | 68  0.00325 -9.10311e-02 | 69  0.00553 -8.83955e-02
 70  0.00811 -8.13769e-02 | 71  0.01097 -6.61798e-02 | 72  0.01402 -5.50722e-02
 73  0.01713 -5.53229e-02 | 74  0.02042 -1.22080e-02 | 75  0.02412  1.47720e-01
 76  0.02746  3.07342e-01 | 77  0.02902  2.31726e-01 | 78  0.02894 -2.10312e-02
 79  0.02844 -2.10297e-01 | 80  0.02812 -2.41901e-01 | 81  0.02790 -1.41984e-01
 82  0.02755  3.94156e-02 | 83  0.02662  2.28074e-01 | 84  0.02435  2.86962e-01
 85  0.02052  1.68412e-01 | 86  0.01634  7.15083e-02 | 87  0.01253  6.94674e-02
 88  0.00911  6.41839e-02 | 89  0.00647  4.43650e-02 | 90  0.00481  2.82891e-02
 91  0.00390  1.54836e-02 | 92  0.00329  2.97054e-03 | 93  0.00282 -7.96272e-03
 94  0.00300 -1.17493e-02 | 95  0.00398 -2.85092e-03 | 96  0.00442  2.64746e-02
 97  0.00618  2.14972e-02 | 98  0.00853 -1.81554e-02 | 99  0.01262 -3.39343e-02
100  0.01261 -1.01373e-01 |101  0.01142 -1.44912e-01 |102  0.01040 -2.04482e-01
103  0.00293 -2.10601e-01 |104  0.00282 -3.60495e-01 |105  0.02358 -2.50721e-01
106  0.02440 -1.74404e-01 |107 -0.00253 -1.97041e-01 |108  0.01596 -1.42554e-01
109  0.08438  9.11649e-02 |110  0.03240  3.75964e-01 |111 -0.01184  1.05267e+00
112  0.00513  1.74976e-01 |113  0.01741 -7.63428e-01 |114  0.03587 -3.56448e-01
115  0.00574  4.58047e-01 |116 -0.06261  1.18671e+00 |117 -0.07828  1.02476e+00
118 -0.07959 -7.38265e-01 |119 -0.03806 -8.89881e-01 |120  0.06263  2.21653e-01
121  0.02365  1.39893e+00 |122  0.00714 -2.22496e-01 |123 -0.03258 -5.02710e-01
124 -0.07831  2.18141e-04 |125 -0.01814  1.25909e-01 |126 -0.00703  2.26531e-01
127 -0.03905 -1.12110e+00 |128  0.01752 -8.89013e-01 |129  0.07008 -1.05286e+00
130  0.02447 -3.82210e-01 |131  0.09753 -2.63355e-01 |132  0.02095 -1.07103e-01
133  0.15572  1.48576e+00 |134  0.01030 -4.36741e-01 |135 -0.03421  5.01965e-02
136 -0.03956  5.32875e-01 |137 -0.01735  5.61168e-02 |138  0.06085  2.55399e-01
139  0.00019 -1.67928e-03 |140 -0.00180  2.03517e-01 |141 -0.00596 -5.07899e-02
142 -0.00027 -9.94705e-04 |143 -0.00000 -2.78434e-13 |144  0.26673 -6.08666e-01
145  0.17830 -2.97417e-01 |

Initial statistics: 175 variables; iteration 0; function evaluation 0; phase 3
Function value 6.0613965e+03; maximum gradient component mag 7.5623e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42185 -8.58426e-01 |  2  0.37309 -9.01161e-01 |  3 -0.13017  1.20985e+00
  4 -0.00857 -7.25852e-01 |  5 -0.72801  4.90362e-01 |  6 -0.60826  2.52284e+00
  7  0.37613 -4.03827e+00 |  8 -0.18358 -4.50061e+00 |  9  0.03630 -2.64030e+00
 10 -0.62247 -1.03523e+00 | 11 -0.62788  1.72204e+00 | 12 -0.08444 -1.09192e+00
 13 -0.00876  2.56018e-02 | 14 -0.00894  2.60303e-02 | 15 -0.00912  2.64514e-02
 16 -0.00930  2.68595e-02 | 17 -0.00947  2.72498e-02 | 18 -0.00964  2.76129e-02
 19 -0.00979  2.79385e-02 | 20 -0.00994  2.82153e-02 | 21 -0.01008  2.84302e-02
 22 -0.01020  2.85687e-02 | 23 -0.01031  2.86144e-02 | 24 -0.01041  2.85497e-02
 25 -0.01050  2.83550e-02 | 26 -0.01056  2.80087e-02 | 27 -0.01061  2.74872e-02
 28 -0.01064  2.67651e-02 | 29 -0.01065  2.58154e-02 | 30 -0.01064  2.46100e-02
 31 -0.01061  2.31214e-02 | 32 -0.01055  2.13198e-02 | 33 -0.01047  1.91750e-02
 34 -0.01037  1.66559e-02 | 35 -0.01024  1.37321e-02 | 36 -0.01008  1.03746e-02
 37 -0.00991  6.55591e-03 | 38 -0.00970  2.25120e-03 | 39 -0.00947 -2.56452e-03
 40 -0.00922 -7.91979e-03 | 41 -0.00896 -1.38342e-02 | 42 -0.00867 -2.03349e-02
 43 -0.00838 -2.74416e-02 | 44 -0.00808 -3.51625e-02 | 45 -0.00779 -4.34914e-02
 46 -0.00751 -5.24033e-02 | 47 -0.00725 -6.18548e-02 | 48 -0.00701 -7.17808e-02
 49 -0.00682 -8.20897e-02 | 50 -0.00667 -9.26572e-02 | 51 -0.00657 -1.03322e-01
 52 -0.00651 -1.13893e-01 | 53 -0.00649 -1.24188e-01 | 54 -0.00651 -1.34044e-01
 55 -0.00653 -1.43289e-01 | 56 -0.00655 -1.51717e-01 | 57 -0.00654 -1.59042e-01
 58 -0.00646 -1.64854e-01 | 59 -0.00631 -1.68675e-01 | 60 -0.00603 -1.69930e-01
 61 -0.00562 -1.68036e-01 | 62 -0.00503 -1.62441e-01 | 63 -0.00425 -1.52874e-01
 64 -0.00324 -1.39650e-01 | 65 -0.00200 -1.24027e-01 | 66 -0.00050 -1.08697e-01
 67  0.00125 -9.69855e-02 | 68  0.00325 -9.10311e-02 | 69  0.00553 -8.83955e-02
 70  0.00811 -8.13769e-02 | 71  0.01097 -6.61798e-02 | 72  0.01402 -5.50722e-02
 73  0.01713 -5.53229e-02 | 74  0.02042 -1.22080e-02 | 75  0.02412  1.47720e-01
 76  0.02746  3.07342e-01 | 77  0.02902  2.31726e-01 | 78  0.02894 -2.10312e-02
 79  0.02844 -2.10297e-01 | 80  0.02812 -2.41901e-01 | 81  0.02790 -1.41984e-01
 82  0.02755  3.94156e-02 | 83  0.02662  2.28074e-01 | 84  0.02435  2.86962e-01
 85  0.02052  1.68412e-01 | 86  0.01634  7.15083e-02 | 87  0.01253  6.94674e-02
 88  0.00911  6.41839e-02 | 89  0.00647  4.43650e-02 | 90  0.00481  2.82891e-02
 91  0.00390  1.54836e-02 | 92  0.00329  2.97054e-03 | 93  0.00282 -7.96272e-03
 94  0.00300 -1.17493e-02 | 95  0.00398 -2.85092e-03 | 96  0.00442  2.64746e-02
 97  0.00618  2.14972e-02 | 98  0.00853 -1.81554e-02 | 99  0.01262 -3.39343e-02
100  0.01261 -1.01373e-01 |101  0.01142 -1.44912e-01 |102  0.01040 -2.04482e-01
103  0.00293 -2.10601e-01 |104  0.00282 -3.60495e-01 |105  0.02358 -2.50721e-01
106  0.02440 -1.74404e-01 |107 -0.00253 -1.97041e-01 |108  0.01596 -1.42554e-01
109  0.08438  9.11649e-02 |110  0.03240  3.75964e-01 |111 -0.01184  1.05267e+00
112  0.00513  1.74976e-01 |113  0.01741 -7.63428e-01 |114  0.03587 -3.56448e-01
115  0.00574  4.58047e-01 |116 -0.06261  1.18671e+00 |117 -0.07828  1.02476e+00
118 -0.07959 -7.38265e-01 |119 -0.03806 -8.89881e-01 |120  0.06263  2.21653e-01
121  0.02365  1.39893e+00 |122  0.00714 -2.22496e-01 |123 -0.03258 -5.02710e-01
124 -0.07831  2.18141e-04 |125 -0.01814  1.25909e-01 |126 -0.00703  2.26531e-01
127 -0.03905 -1.12110e+00 |128  0.01752 -8.89013e-01 |129  0.07008 -1.05286e+00
130  0.02447 -3.82210e-01 |131  0.09753 -2.63355e-01 |132  0.02095 -1.07103e-01
133  0.15572  1.48576e+00 |134  0.01030 -4.36741e-01 |135 -0.03421  5.01965e-02
136 -0.03956  5.32875e-01 |137 -0.01735  5.61168e-02 |138  0.06085  2.55399e-01
139  0.00019 -1.67928e-03 |140 -0.00180  2.03517e-01 |141 -0.00596 -5.07899e-02
142 -0.00027 -9.94705e-04 |143 -0.00000 -2.78434e-13 |144  0.26673 -6.08666e-01
145  0.17830 -2.97417e-01 |146  0.04585  1.83775e+01 |147  0.29666 -1.29401e+01
148 -0.47552 -3.57149e+00 |149  0.31347  1.46307e+00 |150  0.18110  2.95898e+01
151  0.25963 -4.02387e+01 |152  0.17359  1.29525e+01 |153  0.25394 -9.93737e+00
154  0.10183 -3.29649e+01 |155  0.29651  5.35233e+01 |156  0.16796  1.86365e+01
157  0.24605 -2.15634e+01 |158 -0.35218  2.11447e+00 |159  0.24271 -3.88856e+00
160  0.20168  9.96590e-03 |161  0.31665 -2.97446e+00 |162 -0.38333 -4.47679e+00
163  0.23513  6.44178e+00 |164  0.05028 -1.36141e+00 |165  0.11913  4.52768e+00
166  0.32126  1.73167e-01 |167  0.27246 -5.54999e+00 |168  0.01272  4.56543e+00
169  0.39332 -5.38827e+00 |170  0.09898  7.65553e+00 |171  0.16318  7.56230e+01
172  0.21863 -5.07039e+00 |173  0.25726 -6.97995e+01 |174 -0.55410  1.00226e-01
175  0.17112 -2.52379e-01 |

Intermediate statistics: 175 variables; iteration 20; function evaluation 24; phase 3
Function value 6.0606830e+03; maximum gradient component mag -4.4875e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42284 -2.97197e+01 |  2  0.37206 -2.15091e+01 |  3 -0.13090 -2.04818e+01
  4 -0.00653 -1.58228e+01 |  5 -0.72753  9.44307e-01 |  6 -0.60857  8.74427e+00
  7  0.37491 -2.70705e+01 |  8 -0.18442 -4.09458e+01 |  9  0.03850 -2.57252e+01
 10 -0.62137  1.08000e+00 | 11 -0.62804  1.99403e+01 | 12 -0.07921  1.80832e+01
 13 -0.00869  1.28229e-01 | 14 -0.00887  1.31690e-01 | 15 -0.00905  1.35232e-01
 16 -0.00922  1.38857e-01 | 17 -0.00939  1.42567e-01 | 18 -0.00955  1.46362e-01
 19 -0.00971  1.50241e-01 | 20 -0.00985  1.54206e-01 | 21 -0.00999  1.58256e-01
 22 -0.01011  1.62393e-01 | 23 -0.01022  1.66616e-01 | 24 -0.01031  1.70928e-01
 25 -0.01039  1.75329e-01 | 26 -0.01045  1.79819e-01 | 27 -0.01050  1.84395e-01
 28 -0.01052  1.89054e-01 | 29 -0.01052  1.93793e-01 | 30 -0.01050  1.98610e-01
 31 -0.01046  2.03508e-01 | 32 -0.01040  2.08491e-01 | 33 -0.01031  2.13564e-01
 34 -0.01019  2.18728e-01 | 35 -0.01005  2.23981e-01 | 36 -0.00988  2.29314e-01
 37 -0.00969  2.34713e-01 | 38 -0.00947  2.40162e-01 | 39 -0.00923  2.45642e-01
 40 -0.00896  2.51122e-01 | 41 -0.00867  2.56616e-01 | 42 -0.00837  2.62107e-01
 43 -0.00805  2.67586e-01 | 44 -0.00773  2.73045e-01 | 45 -0.00741  2.78465e-01
 46 -0.00710  2.83828e-01 | 47 -0.00681  2.89126e-01 | 48 -0.00655  2.94347e-01
 49 -0.00633  2.99486e-01 | 50 -0.00615  3.04532e-01 | 51 -0.00601  3.09454e-01
 52 -0.00592  3.14201e-01 | 53 -0.00588  3.18753e-01 | 54 -0.00586  3.23118e-01
 55 -0.00587  3.27347e-01 | 56 -0.00586  3.31548e-01 | 57 -0.00583  3.35854e-01
 58 -0.00575  3.40378e-01 | 59 -0.00558  3.45288e-01 | 60 -0.00531  3.50746e-01
 61 -0.00491  3.56952e-01 | 62 -0.00435  3.64064e-01 | 63 -0.00360  3.72245e-01
 64 -0.00264  3.81606e-01 | 65 -0.00145  3.92001e-01 | 66 -0.00001  4.03376e-01
 67  0.00170  4.15176e-01 | 68  0.00368  4.27039e-01 | 69  0.00595  4.39497e-01
 70  0.00850  4.54069e-01 | 71  0.01132  4.71699e-01 | 72  0.01433  4.89804e-01
 73  0.01744  5.06382e-01 | 74  0.02058  5.33979e-01 | 75  0.02368  5.92197e-01
 76  0.02641  6.52664e-01 | 77  0.02826  6.48904e-01 | 78  0.02914  5.91330e-01
 79  0.02936  5.46929e-01 | 80  0.02915  5.44085e-01 | 81  0.02853  5.75717e-01
 82  0.02748  6.26714e-01 | 83  0.02584  6.74936e-01 | 84  0.02334  6.83606e-01
 85  0.01995  6.44940e-01 | 86  0.01611  6.12948e-01 | 87  0.01229  6.04882e-01
 88  0.00888  5.99494e-01 | 89  0.00629  5.96760e-01 | 90  0.00468  6.00866e-01
 91  0.00380  6.10589e-01 | 92  0.00324  6.22656e-01 | 93  0.00280  6.35147e-01
 94  0.00298  6.51015e-01 | 95  0.00392  6.72279e-01 | 96  0.00424  6.89686e-01
 97  0.00599  7.02048e-01 | 98  0.00848  7.03481e-01 | 99  0.01267  7.10720e-01
100  0.01291  6.81517e-01 |101  0.01186  6.22338e-01 |102  0.01102  5.38768e-01
103  0.00353  4.19938e-01 |104  0.00390  2.42495e-01 |105  0.02441  1.08238e-01
106  0.02495 -4.01176e-02 |107 -0.00190 -2.35263e-01 |108  0.01656 -4.39385e-01
109  0.08605 -8.86050e-01 |110  0.03298 -5.37296e-01 |111 -0.01350 -5.03246e-01
112  0.00534 -9.03059e-01 |113  0.01914 -1.28343e+00 |114  0.03657 -1.33209e+00
115  0.00592 -7.71787e-01 |116 -0.06388 -4.70277e-01 |117 -0.08005 -6.27087e-01
118 -0.07870 -1.07622e+00 |119 -0.03771 -1.68932e+00 |120  0.06204 -2.70439e+00
121  0.02112 -1.28576e+00 |122  0.00665 -1.39494e+00 |123 -0.03363 -1.06428e+00
124 -0.08007 -9.79183e-01 |125 -0.02102 -1.29168e+00 |126 -0.01169 -1.25912e+00
127 -0.03947 -1.01656e+00 |128  0.01529 -1.28285e+00 |129  0.06762 -1.22300e+00
130  0.02387 -5.28607e-01 |131  0.09580 -4.33812e-01 |132  0.02028 -2.87253e-02
133  0.15325  9.26960e-02 |134  0.01160 -7.24805e-02 |135 -0.03383 -9.93999e-02
136 -0.04085  4.50933e-03 |137 -0.01745 -4.63789e-03 |138  0.06022 -4.42404e-02
139  0.00057 -2.44841e-02 |140 -0.00194 -2.65786e-02 |141 -0.00553 -1.11306e-02
142 -0.00026  7.00188e-03 |143  0.00000 -2.65956e-14 |144  0.26018  3.37661e+00
145  0.17291  6.75012e+00 |146  0.04248  2.17103e+00 |147  0.29680  5.01052e+00
148 -0.46577 -2.25483e-01 |149  0.31027 -1.41240e-01 |150  0.16932  9.62778e+00
151  0.25661 -1.59707e+01 |152  0.16966  3.86630e+00 |153  0.25312 -2.47427e+00
154  0.12930 -9.56693e+00 |155  0.30421  2.10641e+01 |156  0.16093  1.57292e+00
157  0.24433 -1.82598e+00 |158 -0.35389  1.49189e+00 |159  0.24241 -3.00698e+00
160  0.20118  2.85101e-01 |161  0.31711 -1.67553e+00 |162 -0.37386 -2.84301e+00
163  0.23867  5.10727e+00 |164  0.05035 -1.26941e+00 |165  0.11810  3.40146e-01
166  0.32203  1.41187e+00 |167  0.27294 -3.41931e-01 |168  0.01170  2.01808e+00
169  0.39889 -1.44328e+00 |170  0.09840 -1.56968e+00 |171  0.16101  4.13186e+01
172  0.21863  1.00238e+00 |173  0.25726 -4.48749e+01 |174 -0.55500  1.30500e+00
175  0.17088 -5.49054e-02 |
175 variables; iteration 40; function evaluation 44; phase 3
Function value 6.0606410e+03; maximum gradient component mag -3.3548e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42279 -2.17607e+01 |  2  0.37185 -1.71751e+01 |  3 -0.13101 -1.54906e+01
  4 -0.00587 -1.16097e+01 |  5 -0.72769  7.07456e-01 |  6 -0.60882  8.55295e+00
  7  0.37452 -2.23950e+01 |  8 -0.18435 -3.32966e+01 |  9  0.03930 -2.09136e+01
 10 -0.62221  8.04802e-01 | 11 -0.62819  1.81400e+01 | 12 -0.06507  1.05941e+01
 13 -0.00882  7.61196e-02 | 14 -0.00901  7.80166e-02 | 15 -0.00919  7.99425e-02
 16 -0.00937  8.18964e-02 | 17 -0.00954  8.38796e-02 | 18 -0.00971  8.58896e-02
 19 -0.00987  8.79252e-02 | 20 -0.01002  8.99860e-02 | 21 -0.01016  9.20717e-02
 22 -0.01028  9.41822e-02 | 23 -0.01040  9.63181e-02 | 24 -0.01050  9.84795e-02
 25 -0.01058  1.00666e-01 | 26 -0.01065  1.02875e-01 | 27 -0.01070  1.05104e-01
 28 -0.01073  1.07349e-01 | 29 -0.01073  1.09606e-01 | 30 -0.01072  1.11875e-01
 31 -0.01068  1.14160e-01 | 32 -0.01062  1.16465e-01 | 33 -0.01054  1.18791e-01
 34 -0.01043  1.21138e-01 | 35 -0.01030  1.23504e-01 | 36 -0.01013  1.25884e-01
 37 -0.00995  1.28270e-01 | 38 -0.00973  1.30655e-01 | 39 -0.00949  1.33035e-01
 40 -0.00923  1.35397e-01 | 41 -0.00894  1.37763e-01 | 42 -0.00864  1.40132e-01
 43 -0.00833  1.42507e-01 | 44 -0.00801  1.44893e-01 | 45 -0.00769  1.47288e-01
 46 -0.00738  1.49690e-01 | 47 -0.00710  1.52104e-01 | 48 -0.00684  1.54531e-01
 49 -0.00661  1.56976e-01 | 50 -0.00643  1.59439e-01 | 51 -0.00630  1.61910e-01
 52 -0.00621  1.64369e-01 | 53 -0.00616  1.66817e-01 | 54 -0.00614  1.69269e-01
 55 -0.00614  1.71761e-01 | 56 -0.00613  1.74349e-01 | 57 -0.00610  1.77089e-01
 58 -0.00601  1.80014e-01 | 59 -0.00584  1.83171e-01 | 60 -0.00557  1.86574e-01
 61 -0.00517  1.90242e-01 | 62 -0.00461  1.94146e-01 | 63 -0.00387  1.98277e-01
 64 -0.00293  2.02673e-01 | 65 -0.00176  2.07423e-01 | 66 -0.00034  2.12992e-01
 67  0.00135  2.19866e-01 | 68  0.00333  2.28523e-01 | 69  0.00559  2.38781e-01
 70  0.00812  2.49258e-01 | 71  0.01090  2.58935e-01 | 72  0.01389  2.70018e-01
 73  0.01699  2.83996e-01 | 74  0.02002  2.88340e-01 | 75  0.02272  2.66483e-01
 76  0.02503  2.45393e-01 | 77  0.02701  2.73798e-01 | 78  0.02846  3.33663e-01
 79  0.02911  3.75542e-01 | 80  0.02892  3.83589e-01 | 81  0.02801  3.62889e-01
 82  0.02646  3.21183e-01 | 83  0.02430  2.72014e-01 | 84  0.02163  2.46085e-01
 85  0.01847  2.57062e-01 | 86  0.01479  2.60671e-01 | 87  0.01092  2.41597e-01
 88  0.00746  2.23163e-01 | 89  0.00484  2.08643e-01 | 90  0.00318  1.95226e-01
 91  0.00227  1.83041e-01 | 92  0.00167  1.71546e-01 | 93  0.00122  1.59180e-01
 94  0.00140  1.46103e-01 | 95  0.00234  1.32696e-01 | 96  0.00266  1.12172e-01
 97  0.00448  9.41507e-02 | 98  0.00714  8.00814e-02 | 99  0.01144  6.12890e-02
100  0.01194  5.12033e-02 |101  0.01109  1.39932e-02 |102  0.01042 -2.67078e-02
103  0.00319 -7.30646e-02 |104  0.00421 -1.26090e-01 |105  0.02481 -2.44449e-01
106  0.02579 -2.65988e-01 |107 -0.00068 -3.04321e-01 |108  0.01725 -5.18266e-01
109  0.08769 -8.26808e-01 |110  0.03448 -4.16166e-01 |111 -0.01255 -3.58003e-01
112  0.00672 -4.74851e-01 |113  0.02101 -4.61760e-01 |114  0.03857  1.32791e-03
115  0.00843  6.50111e-01 |116 -0.06199  4.24063e-01 |117 -0.07794  2.92863e-01
118 -0.07652 -1.59577e-01 |119 -0.03557 -5.61803e-01 |120  0.06453 -6.91198e-01
121  0.02343  1.14952e-01 |122  0.00932 -8.11218e-02 |123 -0.03104 -1.06844e-01
124 -0.07823 -4.90475e-01 |125 -0.01907 -7.70599e-01 |126 -0.00972 -8.52591e-01
127 -0.03800 -8.10749e-01 |128  0.01705 -1.08998e+00 |129  0.06872 -1.15762e+00
130  0.02552 -3.71773e-01 |131  0.09688 -2.76907e-01 |132  0.02123  8.12283e-02
133  0.15468  4.03462e-01 |134  0.01247 -8.89095e-02 |135 -0.03324 -8.30330e-02
136 -0.04036  1.67281e-02 |137 -0.01704  1.78091e-02 |138  0.06078  2.93243e-04
139  0.00102 -6.03832e-04 |140 -0.00169 -1.48722e-02 |141 -0.00530  3.69122e-02
142 -0.00026  9.03899e-03 |143  0.00000 -7.19921e-14 |144  0.24005  1.48264e+00
145  0.15444  4.06218e+00 |146  0.04155  1.91132e-02 |147  0.29667  5.04025e+00
148 -0.46667 -4.61591e-01 |149  0.31107  3.86926e-02 |150  0.16767  7.22997e+00
151  0.25647 -1.30192e+01 |152  0.16928  3.90743e+00 |153  0.25309 -2.66662e+00
154  0.12754 -8.96808e+00 |155  0.30356  1.80028e+01 |156  0.16054  1.08742e+00
157  0.24439 -1.01221e+00 |158 -0.35300  2.01139e+00 |159  0.24238 -4.33688e+00
160  0.20103  5.05524e-01 |161  0.31705 -1.34037e+00 |162 -0.37055 -1.73715e+00
163  0.23973  3.43299e+00 |164  0.05029 -1.98162e+00 |165  0.11742 -2.14796e+00
166  0.32279  3.64003e+00 |167  0.27292  1.95818e+00 |168  0.01097  1.46324e+00
169  0.39833 -1.66630e+00 |170  0.09795 -7.40846e+00 |171  0.16069  3.30690e+01
172  0.21841  2.50357e+00 |173  0.25751 -3.35479e+01 |174 -0.54880  1.14386e+00
175  0.17343 -1.38842e-01 |

 - final statistics:
175 variables; iteration 57; function evaluation 68
Function value 6.0605e+03; maximum gradient component mag -7.8786e-01
Exit code = 1;  converg criter 1.0000e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42202 -5.45061e-01 |  2  0.37188 -2.85557e-01 |  3 -0.13100 -3.65657e-01
  4 -0.00558 -1.72079e-01 |  5 -0.72763  8.69249e-02 |  6 -0.60929  1.55313e-02
  7  0.37436 -3.19556e-01 |  8 -0.18406 -3.77247e-01 |  9  0.03996 -2.76612e-01
 10 -0.62152 -2.31002e-02 | 11 -0.62908  1.29930e-02 | 12 -0.07141  5.47950e-01
 13 -0.00879 -3.70028e-03 | 14 -0.00898 -3.68508e-03 | 15 -0.00916 -3.65019e-03
 16 -0.00933 -3.59420e-03 | 17 -0.00951 -3.51545e-03 | 18 -0.00967 -3.41295e-03
 19 -0.00983 -3.28559e-03 | 20 -0.00997 -3.13205e-03 | 21 -0.01011 -2.95092e-03
 22 -0.01023 -2.74051e-03 | 23 -0.01034 -2.49885e-03 | 24 -0.01044 -2.22361e-03
 25 -0.01052 -1.91223e-03 | 26 -0.01058 -1.56230e-03 | 27 -0.01063 -1.17199e-03
 28 -0.01065 -7.39958e-04 | 29 -0.01066 -2.64197e-04 | 30 -0.01064  2.58751e-04
 31 -0.01060  8.33754e-04 | 32 -0.01053  1.46525e-03 | 33 -0.01044  2.15709e-03
 34 -0.01033  2.91144e-03 | 35 -0.01019  3.72811e-03 | 36 -0.01002  4.60378e-03
 37 -0.00983  5.53187e-03 | 38 -0.00960  6.50315e-03 | 39 -0.00936  7.50566e-03
 40 -0.00909  8.52222e-03 | 41 -0.00879  9.54099e-03 | 42 -0.00849  1.05409e-02
 43 -0.00816  1.14998e-02 | 44 -0.00784  1.23947e-02 | 45 -0.00752  1.32039e-02
 46 -0.00720  1.39109e-02 | 47 -0.00691  1.45075e-02 | 48 -0.00665  1.49912e-02
 49 -0.00642  1.53635e-02 | 50 -0.00623  1.56246e-02 | 51 -0.00610  1.57687e-02
 52 -0.00601  1.57835e-02 | 53 -0.00596  1.56568e-02 | 54 -0.00594  1.53749e-02
 55 -0.00594  1.49252e-02 | 56 -0.00593  1.43031e-02 | 57 -0.00590  1.35200e-02
 58 -0.00581  1.26157e-02 | 59 -0.00564  1.16770e-02 | 60 -0.00537  1.08412e-02
 61 -0.00497  1.03013e-02 | 62 -0.00441  1.02785e-02 | 63 -0.00366  1.09450e-02
 64 -0.00270  1.22526e-02 | 65 -0.00152  1.36813e-02 | 66 -0.00008  1.40931e-02
 67  0.00161  1.20808e-02 | 68  0.00357  7.27932e-03 | 69  0.00581  1.77602e-03
 70  0.00834 -1.42236e-03 | 71  0.01114 -3.00329e-03 | 72  0.01413 -4.68908e-03
 73  0.01724 -2.91559e-03 | 74  0.02029 -1.13419e-02 | 75  0.02299 -4.83903e-02
 76  0.02546 -5.15152e-02 | 77  0.02761 -3.33251e-03 | 78  0.02888  8.50125e-03
 79  0.02928 -5.11093e-03 | 80  0.02911  2.75496e-03 | 81  0.02843  2.51037e-02
 82  0.02709  2.64793e-02 | 83  0.02496 -1.25176e-02 | 84  0.02220 -4.54317e-02
 85  0.01908 -1.53128e-02 | 86  0.01544  9.34270e-03 | 87  0.01159  1.21283e-02
 88  0.00818  1.96040e-02 | 89  0.00560  2.58019e-02 | 90  0.00399  3.22680e-02
 91  0.00312  3.86633e-02 | 92  0.00256  4.35416e-02 | 93  0.00213  4.73266e-02
 94  0.00234  5.18275e-02 | 95  0.00332  5.87810e-02 | 96  0.00369  7.08144e-02
 97  0.00548  6.87046e-02 | 98  0.00799  5.25902e-02 | 99  0.01222  4.18125e-02
100  0.01260  3.14783e-02 |101  0.01165  2.28957e-02 |102  0.01100  3.04915e-02
103  0.00374  5.42517e-02 |104  0.00422  1.31660e-02 |105  0.02501  2.12058e-02
106  0.02563  7.06406e-04 |107 -0.00152 -7.47801e-02 |108  0.01759  7.39203e-02
109  0.08731 -5.16821e-02 |110  0.03384 -1.03955e-02 |111 -0.01272  5.13588e-02
112  0.00648  3.23849e-03 |113  0.02028 -1.32035e-01 |114  0.03767 -8.20031e-02
115  0.00684 -3.24592e-02 |116 -0.06342 -7.23310e-03 |117 -0.07956 -2.99418e-02
118 -0.07744  7.53644e-02 |119 -0.03636  8.82454e-02 |120  0.06280 -1.47400e-01
121  0.02133 -1.62672e-01 |122  0.00720 -1.09197e-01 |123 -0.03287 -6.85099e-02
124 -0.07928  6.53417e-02 |125 -0.02046  1.01475e-01 |126 -0.01116  4.04488e-02
127 -0.03844  7.74041e-02 |128  0.01582 -1.89258e-01 |129  0.06797 -8.88735e-02
130  0.02460  1.36641e-02 |131  0.09630  2.18460e-01 |132  0.02054 -1.00485e-02
133  0.15365  1.43137e-01 |134  0.01238 -1.26559e-03 |135 -0.03340 -1.08548e-02
136 -0.04073 -4.01457e-02 |137 -0.01706  2.41922e-02 |138  0.06053 -8.90643e-02
139  0.00127  6.11917e-02 |140 -0.00180 -2.98974e-02 |141 -0.00581 -8.31075e-02
142 -0.00032 -8.04626e-03 |143  0.00000 -3.73006e-15 |144  0.24852  1.51719e-01
145  0.16241  1.88169e-01 |146  0.04045  8.75351e-02 |147  0.29584 -5.75654e-02
148 -0.46415 -6.84040e-02 |149  0.31288  5.17657e-02 |150  0.16636  5.02231e-02
151  0.25679 -2.13535e-01 |152  0.16737  5.75332e-02 |153  0.25233 -8.60177e-02
154  0.13252  2.51443e-03 |155  0.30372 -5.98151e-02 |156  0.15957 -8.67871e-02
157  0.24399 -1.82961e-01 |158 -0.35398 -1.36587e-02 |159  0.24304 -4.60553e-02
160  0.20066 -2.07524e-01 |161  0.31734 -1.16474e-01 |162 -0.36663  3.24413e-02
163  0.24039  1.22514e-02 |164  0.05069  4.82524e-03 |165  0.11757  5.51539e-02
166  0.32197 -3.94802e-02 |167  0.27292 -4.45166e-02 |168  0.01036  6.30865e-03
169  0.40039 -9.40464e-02 |170  0.09811  3.42758e-01 |171  0.15945  6.79960e-01
