
Initial statistics: 136 variables; iteration 0; function evaluation 0; phase 1
Function value 7.1076659e+03; maximum gradient component mag -2.7461e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42334 -2.74612e+02 |  2 -0.09289 -3.53308e+01 |  3 -0.01009 -1.99883e-01
  4 -0.01031 -2.05022e-01 |  5 -0.01053 -2.10282e-01 |  6 -0.01074 -2.15674e-01
  7 -0.01095 -2.21211e-01 |  8 -0.01115 -2.26880e-01 |  9 -0.01135 -2.32695e-01
 10 -0.01153 -2.38663e-01 | 11 -0.01171 -2.44776e-01 | 12 -0.01187 -2.51047e-01
 13 -0.01203 -2.57490e-01 | 14 -0.01217 -2.64093e-01 | 15 -0.01229 -2.70879e-01
 16 -0.01240 -2.77856e-01 | 17 -0.01249 -2.85042e-01 | 18 -0.01255 -2.92440e-01
 19 -0.01260 -3.00058e-01 | 20 -0.01262 -3.07879e-01 | 21 -0.01262 -3.15908e-01
 22 -0.01260 -3.24155e-01 | 23 -0.01254 -3.32634e-01 | 24 -0.01246 -3.41372e-01
 25 -0.01235 -3.50415e-01 | 26 -0.01220 -3.59785e-01 | 27 -0.01202 -3.69523e-01
 28 -0.01180 -3.79646e-01 | 29 -0.01154 -3.90159e-01 | 30 -0.01124 -4.01020e-01
 31 -0.01091 -4.12274e-01 | 32 -0.01054 -4.23901e-01 | 33 -0.01013 -4.35893e-01
 34 -0.00969 -4.48258e-01 | 35 -0.00923 -4.60975e-01 | 36 -0.00876 -4.73984e-01
 37 -0.00827 -4.87247e-01 | 38 -0.00779 -5.00690e-01 | 39 -0.00732 -5.14313e-01
 40 -0.00687 -5.28178e-01 | 41 -0.00646 -5.42391e-01 | 42 -0.00610 -5.57038e-01
 43 -0.00578 -5.72129e-01 | 44 -0.00550 -5.87556e-01 | 45 -0.00527 -6.03235e-01
 46 -0.00505 -6.19264e-01 | 47 -0.00484 -6.35838e-01 | 48 -0.00461 -6.53157e-01
 49 -0.00433 -6.71548e-01 | 50 -0.00397 -6.91252e-01 | 51 -0.00351 -7.12604e-01
 52 -0.00290 -7.35906e-01 | 53 -0.00211 -7.61472e-01 | 54 -0.00112 -7.89831e-01
 55  0.00012 -8.21307e-01 | 56  0.00162 -8.57100e-01 | 57  0.00342 -8.97624e-01
 58  0.00553 -9.43439e-01 | 59  0.00797 -9.95415e-01 | 60  0.01071 -1.05420e+00
 61  0.01374 -1.12040e+00 | 62  0.01700 -1.19419e+00 | 63  0.02037 -1.27553e+00
 64  0.02373 -1.36386e+00 | 65  0.02687 -1.45787e+00 | 66  0.02959 -1.55551e+00
 67  0.03168 -1.65454e+00 | 68  0.03301 -1.75287e+00 | 69  0.03358 -1.84933e+00
 70  0.03344 -1.94408e+00 | 71  0.03272 -2.03751e+00 | 72  0.03145 -2.12924e+00
 73  0.02960 -2.21731e+00 | 74  0.02705 -2.29859e+00 | 75  0.02380 -2.37113e+00
 76  0.01999 -2.43643e+00 | 77  0.01602 -2.50089e+00 | 78  0.01239 -2.57348e+00
 79  0.00955 -2.66358e+00 | 80  0.00761 -2.77509e+00 | 81  0.00637 -2.90687e+00
 82  0.00544 -3.05212e+00 | 83  0.00468 -3.20968e+00 | 84  0.00458 -3.39448e+00
 85  0.00522 -3.61335e+00 | 86  0.00545 -3.83386e+00 | 87  0.00713 -4.10833e+00
 88  0.00970 -4.41327e+00 | 89  0.01366 -4.74344e+00 | 90  0.01376 -4.85460e+00
 91  0.01250 -4.74080e+00 | 92  0.01081 -4.34453e+00 | 93  0.00275 -3.42337e+00
 94  0.00360 -2.37717e+00 | 95  0.02294 -1.06894e+00 | 96  0.02140  9.26204e-01
 97 -0.00268  2.47680e+00 | 98  0.01577  4.71241e+00 | 99  0.08374  1.08184e+01
100  0.02820  9.00161e+00 |101 -0.01452  8.08425e+00 |102  0.00430  1.15586e+01
