
Initial statistics: 108 variables; iteration 0; function evaluation 0; phase 1
Function value 7.3786824e+03; maximum gradient component mag -2.5954e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
166 -0.00639 -2.96276e-01 |167 -0.17624  4.78250e-01 |168 -0.11437 -2.05545e-01
169 -0.55441  3.39576e-02 |170  0.17108  5.40404e-03 |171  0.09509  2.86229e-01
172 -0.25346  8.42457e-02 |
172 variables; iteration 60; function evaluation 64; phase 4
Function value 7.3345122e+03; maximum gradient component mag -4.2933e-01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42276  1.85763e-03 |  2  0.37102 -4.29328e-01 |  3 -0.12617 -3.23869e-01
  4 -0.01305 -1.01442e-01 |  5 -0.70934 -1.37043e-02 |  6 -0.60418 -3.81067e-02
  7  0.37623  6.05022e-02 |  8 -0.18514  2.41611e-02 |  9  0.03403 -6.92867e-02
 10 -0.60980  1.76241e-02 | 11 -0.62329  6.26811e-02 | 12 -0.09828  6.26389e-02
 13 -0.01207 -2.50180e-03 | 14 -0.01168 -2.81079e-03 | 15 -0.01125 -3.14520e-03
 16 -0.01079 -3.50672e-03 | 17 -0.01029 -3.89695e-03 | 18 -0.00977 -4.31709e-03
 19 -0.00922 -4.76729e-03 | 20 -0.00868 -5.24565e-03 | 21 -0.00813 -5.74652e-03
 22 -0.00760 -6.25901e-03 | 23 -0.00709 -6.76685e-03 | 24 -0.00662 -7.25073e-03
 25 -0.00619 -7.69296e-03 | 26 -0.00580 -8.08124e-03 | 27 -0.00544 -8.40851e-03
 28 -0.00510 -8.66940e-03 | 29 -0.00476 -8.85714e-03 | 30 -0.00440 -8.96352e-03
 31 -0.00399 -8.98313e-03 | 32 -0.00351 -8.91706e-03 | 33 -0.00291 -8.78219e-03
 34 -0.00219 -8.62216e-03 | 35 -0.00129 -8.51980e-03 | 36 -0.00018 -8.58856e-03
 37  0.00116 -8.90090e-03 | 38  0.00276 -9.31875e-03 | 39  0.00466 -9.23479e-03
 40  0.00687 -7.63860e-03 | 41  0.00942 -4.14008e-03 | 42  0.01227 -5.40788e-04
 43  0.01539  2.64983e-04 | 44  0.01873 -8.39429e-04 | 45  0.02220 -7.40687e-04
 46  0.02564 -1.55960e-03 | 47  0.02887 -8.44618e-04 | 48  0.03171  7.45165e-03
 49  0.03388  1.17299e-02 | 50  0.03523  6.24568e-03 | 51  0.03579  1.35945e-03
 52  0.03565 -8.23183e-04 | 53  0.03492 -1.68625e-03 | 54  0.03365  1.38613e-03
 55  0.03182  1.06307e-02 | 56  0.02928  1.64624e-02 | 57  0.02596  1.30328e-02
 58  0.02211  1.27788e-02 | 59  0.01810  1.28349e-02 | 60  0.01447  1.67745e-02
 61  0.01163  2.14847e-02 | 62  0.00970  2.12548e-02 | 63  0.00846  1.83950e-02
 64  0.00754  1.58128e-02 | 65  0.00679  1.45961e-02 | 66  0.00669  1.38169e-02
 67  0.00736  1.20958e-02 | 68  0.00757  8.36200e-03 | 69  0.00924 -8.15069e-04
 70  0.01180 -9.14134e-03 | 71  0.01579 -1.58557e-02 | 72  0.01586 -1.74987e-02
 73  0.01454 -1.41241e-02 | 74  0.01278 -9.77071e-03 | 75  0.00451 -1.23987e-02
 76  0.00529 -2.61149e-03 | 77  0.02481  6.05521e-03 | 78  0.02305  3.75992e-03
 79 -0.00147  6.95111e-04 | 80  0.01687  1.12428e-02 | 81  0.08564  4.78025e-02
 82  0.02927  4.34050e-02 | 83 -0.01353  4.93492e-02 | 84  0.00548  6.80914e-02
 85  0.02055  5.32928e-02 | 86  0.03982 -2.24434e-02 | 87  0.00371 -9.70781e-02
 88 -0.06170 -4.96520e-02 | 89 -0.07813 -1.47818e-02 | 90 -0.07658 -2.13816e-02
 91 -0.03388 -3.88821e-02 | 92  0.07048 -9.93069e-02 | 93  0.02421 -3.67415e-02
 94  0.01440 -1.47891e-02 | 95 -0.02747 -9.90963e-03 | 96 -0.06672  9.55519e-03
 97 -0.00608  1.94340e-02 | 98  0.00503  5.17819e-02 | 99 -0.02697  3.26772e-02
100  0.02850  1.94514e-02 |101  0.07375  2.08776e-02 |102  0.01059 -2.72566e-02
103  0.08264 -4.35790e-02 |104  0.00589  1.50116e-02 |105  0.13299  4.65289e-03
106 -0.00521  9.62699e-03 |107 -0.04638  1.93470e-04 |108 -0.05665 -1.26468e-04
109 -0.02188 -7.43030e-04 |110  0.09424  1.71415e-02 |111  0.03189 -1.10131e-02
112  0.01688  1.56709e-02 |113 -0.02806 -2.81752e-02 |114 -0.01765 -4.73059e-03
115 -0.00587 -1.25690e-02 |116 -0.00040  8.59487e-05 |117  0.28251  2.49426e-02
118  0.19234  4.36346e-03 |119  0.04652 -1.66937e-02 |120  0.29673 -7.98219e-03
121  0.01641 -4.64342e-02 |122 -0.11486  1.40292e-02 |123 -0.47534  2.61878e-02
124  0.31403  1.82010e-03 |125  0.04876  4.48690e-02 |126 -0.23514  1.08765e-02
127  0.18235 -1.48078e-02 |128  0.25984 -5.58196e-02 |129  0.17455  2.41978e-02
130  0.25420  1.76142e-02 |131  0.00592  1.55005e-02 |132 -0.09836 -5.76951e-03
133  0.10330  1.40463e-03 |134  0.29676  2.12300e-02 |135  0.16880 -2.71226e-02
136  0.24620 -9.07349e-03 |137 -0.35212  2.12046e-02 |138  0.24279  3.69517e-03
139  0.05273  5.72817e-04 |140 -0.18774  1.19087e-02 |141  0.20257 -1.25355e-02
142  0.31682  2.49455e-02 |143  0.07777 -3.89573e-03 |144 -0.53180 -2.08770e-05
145 -0.38123 -1.86866e-04 |146  0.23582  5.74039e-03 |147  0.07844  6.74083e-02
148 -0.12217  3.21876e-03 |149  0.05194 -5.39983e-03 |150  0.11969 -1.34540e-02
151  0.32166  8.22390e-03 |152  0.27257  2.46901e-02 |153  0.00465 -1.61094e-02
154  0.00912 -1.41967e-02 |155 -0.14895 -2.57039e-02 |156 -0.12574  1.76982e-02
157  0.01331 -2.61465e-02 |158  0.39345  1.95459e-02 |159  0.01870 -1.49103e-02
160 -0.15438  1.45814e-02 |161  0.09936  1.09110e-02 |162  0.16359 -4.48028e-02
163  0.21873  4.50919e-02 |164  0.25726 -6.27944e-03 |165  0.02453  2.40015e-02
166 -0.00638 -9.93507e-03 |167 -0.17625  3.53665e-02 |168 -0.11438 -1.11271e-02
169 -0.55454  1.08235e-02 |170  0.17102 -5.81638e-03 |171  0.09511  1.34215e-03
172 -0.25352 -1.69456e-02 |
172 variables; iteration 80; function evaluation 85; phase 4
Function value 7.3345121e+03; maximum gradient component mag 4.1505e-02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42277  3.02727e-03 |  2  0.37104  1.21103e-02 |  3 -0.12615  2.56445e-04
  4 -0.01309  4.15052e-02 |  5 -0.70931  5.01504e-03 |  6 -0.60418 -1.99324e-03
  7  0.37621 -1.37482e-03 |  8 -0.18515  6.64309e-04 |  9  0.03408  9.27406e-04
 10 -0.60988 -1.41946e-02 | 11 -0.62329 -2.33571e-03 | 12 -0.09829  8.89344e-04
 13 -0.01206  3.20163e-04 | 14 -0.01167  2.01233e-04 | 15 -0.01124  8.14747e-05
 16 -0.01078 -3.63992e-05 | 17 -0.01028 -1.49538e-04 | 18 -0.00976 -2.55156e-04
 19 -0.00921 -3.50919e-04 | 20 -0.00866 -4.35047e-04 | 21 -0.00812 -5.06787e-04
 22 -0.00758 -5.66656e-04 | 23 -0.00708 -6.16396e-04 | 24 -0.00660 -6.58510e-04
 25 -0.00617 -6.95715e-04 | 26 -0.00578 -7.29458e-04 | 27 -0.00542 -7.59487e-04
 28 -0.00508 -7.84702e-04 | 29 -0.00474 -8.03892e-04 | 30 -0.00438 -8.15634e-04
 31 -0.00397 -8.18825e-04 | 32 -0.00349 -8.10824e-04 | 33 -0.00290 -7.85509e-04
 34 -0.00217 -7.28254e-04 | 35 -0.00127 -6.12134e-04 | 36 -0.00016 -4.00102e-04
 37  0.00118 -7.13878e-05 | 38  0.00279  3.05508e-04 | 39  0.00469  4.83225e-04
 40  0.00690  1.07144e-04 | 41  0.00942 -7.77793e-04 | 42  0.01226 -1.23534e-03
 43  0.01538 -5.68673e-04 | 44  0.01873  1.27254e-04 | 45  0.02220  8.16181e-04
 46  0.02565  2.09512e-03 | 47  0.02888  1.76441e-03 | 48  0.03169  4.05171e-03
 49  0.03387  7.61095e-03 | 50  0.03524  5.15375e-03 | 51  0.03581  1.63684e-03
 52  0.03568 -1.78799e-04 | 53  0.03495 -6.64691e-04 | 54  0.03369  1.55261e-03
 55  0.03183  5.44769e-03 | 56  0.02926  5.08304e-03 | 57  0.02596  4.05519e-03
 58  0.02211  4.20567e-03 | 59  0.01810  3.35830e-03 | 60  0.01445  2.50580e-03
 61  0.01159  3.80049e-04 | 62  0.00965 -6.94643e-04 | 63  0.00843 -7.17035e-04
 64  0.00751 -6.54108e-04 | 65  0.00676 -1.00049e-03 | 66  0.00667 -1.61334e-03
 67  0.00733 -1.97837e-03 | 68  0.00755 -1.33301e-03 | 69  0.00925  8.74337e-04
 70  0.01185  2.74304e-03 | 71  0.01586  3.25023e-03 | 72  0.01592  3.76168e-03
 73  0.01458  2.70022e-03 | 74  0.01279  1.42521e-03 | 75  0.00455  3.26486e-03
 76  0.00528  9.76820e-05 | 77  0.02477 -4.03542e-03 | 78  0.02304 -3.27414e-03
 79 -0.00147 -1.26605e-03 | 80  0.01692  1.06759e-02 | 81  0.08561  4.23896e-03
 82  0.02931  1.59129e-02 | 83 -0.01358 -5.35580e-03 | 84  0.00541 -3.33981e-03
 85  0.02051  7.58035e-03 | 86  0.03985  7.05257e-03 | 87  0.00382 -7.18374e-03
 88 -0.06169 -1.15017e-02 | 89 -0.07814  7.23992e-04 | 90 -0.07654  1.15544e-02
 91 -0.03390 -1.73396e-02 | 92  0.07053 -1.89477e-02 | 93  0.02419 -1.20022e-02
 94  0.01438 -8.00861e-03 | 95 -0.02741  1.68524e-02 | 96 -0.06673  1.98757e-04
 97 -0.00606  8.11269e-03 | 98  0.00498  2.36025e-03 | 99 -0.02701 -4.08355e-03
100  0.02851 -4.85197e-03 |101  0.07373  2.05142e-02 |102  0.01067  2.06844e-03
103  0.08265 -1.71457e-02 |104  0.00583 -9.20397e-03 |105  0.13297 -8.54024e-03
106 -0.00522 -6.50345e-03 |107 -0.04635  1.07503e-02 |108 -0.05665 -8.06785e-04
109 -0.02188  2.57013e-03 |110  0.09421  1.20181e-02 |111  0.03192 -7.77625e-04
112  0.01684  5.80775e-05 |113 -0.02797 -2.98711e-03 |114 -0.01759  4.39924e-03
115 -0.00584  3.44121e-04 |116 -0.00040 -3.98126e-05 |117  0.28251 -1.33280e-03
118  0.19232  5.42282e-03 |119  0.04652 -5.66538e-03 |120  0.29673 -2.02130e-03
121  0.01644 -4.39989e-03 |122 -0.11486  3.38347e-03 |123 -0.47545  9.73222e-03
124  0.31394  4.38255e-03 |125  0.04878  1.57494e-02 |126 -0.23517 -1.89657e-03
127  0.18239  5.01018e-03 |128  0.25986  5.32584e-03 |129  0.17454  1.27804e-02
130  0.25420  1.10161e-02 |131  0.00592  3.95577e-03 |132 -0.09836 -1.89381e-03
133  0.10329  7.51626e-04 |134  0.29675  5.79677e-04 |135  0.16884  5.50513e-04
136  0.24622  9.88818e-04 |137 -0.35223  4.78006e-03 |138  0.24276  3.25391e-03
139  0.05276 -3.33823e-03 |140 -0.18773 -3.31780e-03 |141  0.20257 -1.15763e-03
142  0.31681  2.00555e-03 |143  0.07777  7.96936e-04 |144 -0.53178 -1.95420e-05
145 -0.38066  1.13439e-02 |146  0.23601  5.43140e-03 |147  0.07830  7.69679e-03
148 -0.12218 -2.76463e-03 |149  0.05187 -1.33054e-03 |150  0.11968 -3.21652e-03
151  0.32164 -1.30157e-03 |152  0.27256 -4.89759e-04 |153  0.00471  1.48459e-03
154  0.00913  1.34644e-04 |155 -0.14894 -7.12690e-03 |156 -0.12575  2.05806e-03
157  0.01335  1.00325e-03 |158  0.39344  2.83124e-03 |159  0.01869 -4.05824e-03
160 -0.15439 -4.83054e-03 |161  0.09935  2.15527e-03 |162  0.16360 -3.12580e-03
163  0.21873  1.37977e-03 |164  0.25727 -2.23207e-03 |165  0.02453 -4.64557e-03
166 -0.00638  1.71739e-03 |167 -0.17625  1.33951e-03 |168 -0.11438  8.25263e-04
169 -0.55471  7.91385e-04 |170  0.17095 -5.63578e-03 |171  0.09511 -8.09860e-03
172 -0.25345  1.68693e-03 |

 - final statistics:
172 variables; iteration 96; function evaluation 112
Function value 7.3345e+03; maximum gradient component mag -4.9311e-04
Exit code = 1;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42277  3.99819e-05 |  2  0.37105  1.09621e-04 |  3 -0.12614  1.61088e-05
  4 -0.01310  4.23083e-04 |  5 -0.70931  1.51786e-04 |  6 -0.60418 -4.25475e-05
  7  0.37621 -2.05544e-05 |  8 -0.18515  3.00820e-05 |  9  0.03407  5.64201e-05
 10 -0.60986  5.09168e-05 | 11 -0.62329 -4.05004e-05 | 12 -0.09826  2.28101e-05
 13 -0.01206 -8.68527e-05 | 14 -0.01168 -7.64178e-05 | 15 -0.01125 -6.61376e-05
 16 -0.01078 -5.64182e-05 | 17 -0.01028 -4.76844e-05 | 18 -0.00976 -4.03264e-05
 19 -0.00921 -3.46274e-05 | 20 -0.00866 -3.07089e-05 | 21 -0.00812 -2.84807e-05
 22 -0.00758 -2.76389e-05 | 23 -0.00708 -2.77183e-05 | 24 -0.00660 -2.81932e-05
 25 -0.00617 -2.85812e-05 | 26 -0.00578 -2.85346e-05 | 27 -0.00542 -2.78305e-05
 28 -0.00508 -2.62986e-05 | 29 -0.00474 -2.37602e-05 | 30 -0.00438 -2.00034e-05
 31 -0.00397 -1.47940e-05 | 32 -0.00348 -7.93009e-06 | 33 -0.00289  7.00989e-07
 34 -0.00217  1.11974e-05 | 35 -0.00127  2.40771e-05 | 36 -0.00016  4.10029e-05
 37  0.00118  6.36633e-05 | 38  0.00279  8.50636e-05 | 39  0.00469  7.32584e-05
 40  0.00690 -1.08880e-05 | 41  0.00942 -1.03327e-04 | 42  0.01226 -2.86380e-05
 43  0.01539  1.18851e-04 | 44  0.01873  1.14739e-04 | 45  0.02220  1.17252e-04
 46  0.02565  2.17082e-05 | 47  0.02888  7.12137e-05 | 48  0.03167 -3.46309e-05
 49  0.03383 -2.18798e-05 | 50  0.03522  1.45452e-04 | 51  0.03581  1.42107e-04
 52  0.03569  1.48935e-04 | 53  0.03497  2.32951e-04 | 54  0.03369  2.98424e-04
 55  0.03181  1.26694e-04 | 56  0.02924  8.62656e-05 | 57  0.02595  1.08707e-04
 58  0.02210  8.75690e-05 | 59  0.01809  1.11940e-04 | 60  0.01444  3.07903e-04
 61  0.01159  2.75549e-04 | 62  0.00965  1.06992e-04 | 63  0.00843  5.38688e-05
 64  0.00751  6.47324e-05 | 65  0.00676  5.88088e-05 | 66  0.00667 -2.32445e-06
 67  0.00733 -8.03572e-05 | 68  0.00756 -7.26234e-05 | 69  0.00925  2.54583e-05
 70  0.01184  8.49740e-05 | 71  0.01585 -5.55830e-05 | 72  0.01591 -1.40020e-05
 73  0.01457 -1.13852e-05 | 74  0.01279 -4.96687e-05 | 75  0.00454  2.25496e-04
 76  0.00528  1.29233e-05 | 77  0.02478 -9.34786e-05 | 78  0.02305  2.48336e-05
 79 -0.00146  2.35904e-04 | 80  0.01689  3.40468e-04 | 81  0.08563  1.71049e-04
 82  0.02927  2.52068e-06 | 83 -0.01355  5.24520e-05 | 84  0.00543 -7.45782e-05
 85  0.02050 -1.03004e-04 | 86  0.03984  1.59418e-04 | 87  0.00383  2.76486e-04
 88 -0.06167 -1.25393e-04 | 89 -0.07814  8.67446e-05 | 90 -0.07657 -1.73004e-04
 91 -0.03387 -4.73979e-04 | 92  0.07054 -4.70137e-05 | 93  0.02420  1.72366e-04
 94  0.01440 -3.44839e-04 | 95 -0.02744  1.62549e-04 | 96 -0.06673 -1.97427e-04
 97 -0.00607  1.45689e-04 | 98  0.00499 -1.12959e-04 | 99 -0.02699  3.31954e-05
100  0.02854 -2.44329e-04 |101  0.07370  5.64829e-05 |102  0.01067  2.02106e-05
103  0.08269 -4.36401e-04 |104  0.00585 -2.13183e-04 |105  0.13298 -3.19231e-04
106 -0.00521  5.84544e-05 |107 -0.04638  2.27865e-04 |108 -0.05664  4.00679e-04
109 -0.02188 -8.02781e-05 |110  0.09419 -7.05800e-05 |111  0.03192  4.19068e-06
112  0.01684  1.07431e-05 |113 -0.02797 -4.93110e-04 |114 -0.01761  2.32816e-04
115 -0.00584 -4.61494e-05 |116 -0.00040  1.54162e-06 |117  0.28246 -2.34339e-04
118  0.19226  1.27007e-04 |119  0.04652 -1.54693e-04 |120  0.29673 -2.05360e-05
121  0.01644  2.35565e-05 |122 -0.11487 -7.19910e-06 |123 -0.47560 -1.02124e-04
124  0.31380  3.81550e-04 |125  0.04881  2.52089e-04 |126 -0.23518 -2.03335e-04
127  0.18238 -2.44469e-04 |128  0.25986 -4.16862e-05 |129  0.17452  2.48539e-04
130  0.25419  2.03591e-04 |131  0.00593 -1.03097e-04 |132 -0.09836 -3.43365e-05
133  0.10328  1.03343e-04 |134  0.29675  9.34071e-05 |135  0.16883 -8.41550e-05
136  0.24622 -1.32717e-05 |137 -0.35226  4.54149e-05 |138  0.24275  5.81880e-05
139  0.05277 -2.59707e-05 |140 -0.18773 -2.33634e-05 |141  0.20257  5.37363e-05
142  0.31681  4.23574e-05 |143  0.07777 -9.20873e-06 |144 -0.53174 -1.63983e-05
145 -0.38094  1.47283e-04 |146  0.23592  8.11840e-05 |147  0.07835  1.01506e-04
148 -0.12218 -8.01217e-05 |149  0.05188  6.94962e-06 |150  0.11968 -2.60737e-05
151  0.32164  8.70713e-07 |152  0.27256  1.38397e-05 |153  0.00470  3.35996e-05
154  0.00913 -2.18892e-05 |155 -0.14894 -1.47084e-04 |156 -0.12575  6.38437e-06
157  0.01334  1.54068e-04 |158  0.39344  1.78478e-04 |159  0.01870 -1.71118e-04
160 -0.15439 -2.10657e-05 |161  0.09935  5.64186e-06 |162  0.16360 -8.79041e-05
163  0.21873  1.40887e-05 |164  0.25727  5.81630e-06 |165  0.02453 -4.21849e-05
166 -0.00638  2.91795e-05 |167 -0.17625 -3.47509e-06 |168 -0.11438 -3.50890e-05
169 -0.55469  5.79668e-05 |170  0.17097 -1.34972e-04 |171  0.09512 -5.82867e-05
172 -0.25345 -1.63900e-04 |

 - final statistics:
185 variables; iteration 0; function evaluation 0
Function value 7.3345e+03; maximum gradient component mag -4.9311e-04
Exit code = 0;  converg criter 1.0000e-03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42277  3.99819e-05 |  2  0.37105  1.09621e-04 |  3 -0.12614  1.61088e-05
  4 -0.01310  4.23083e-04 |  5 -0.70931  1.51786e-04 |  6 -0.60418 -4.25475e-05
  7  0.37621 -2.05544e-05 |  8 -0.18515  3.00820e-05 |  9  0.03407  5.64202e-05
 10 -0.60986  5.09168e-05 | 11 -0.62329 -4.05004e-05 | 12 -0.09826  2.28101e-05
 13 -0.01206 -8.68527e-05 | 14 -0.01168 -7.64178e-05 | 15 -0.01125 -6.61376e-05
 16 -0.01078 -5.64182e-05 | 17 -0.01028 -4.76844e-05 | 18 -0.00976 -4.03264e-05
 19 -0.00921 -3.46274e-05 | 20 -0.00866 -3.07089e-05 | 21 -0.00812 -2.84807e-05
 22 -0.00758 -2.76389e-05 | 23 -0.00708 -2.77183e-05 | 24 -0.00660 -2.81932e-05
 25 -0.00617 -2.85812e-05 | 26 -0.00578 -2.85346e-05 | 27 -0.00542 -2.78305e-05
 28 -0.00508 -2.62986e-05 | 29 -0.00474 -2.37602e-05 | 30 -0.00438 -2.00034e-05
 31 -0.00397 -1.47940e-05 | 32 -0.00348 -7.93009e-06 | 33 -0.00289  7.00989e-07
 34 -0.00217  1.11974e-05 | 35 -0.00127  2.40771e-05 | 36 -0.00016  4.10029e-05
 37  0.00118  6.36633e-05 | 38  0.00279  8.50636e-05 | 39  0.00469  7.32584e-05
 40  0.00690 -1.08880e-05 | 41  0.00942 -1.03327e-04 | 42  0.01226 -2.86380e-05
 43  0.01539  1.18851e-04 | 44  0.01873  1.14739e-04 | 45  0.02220  1.17252e-04
 46  0.02565  2.17082e-05 | 47  0.02888  7.12137e-05 | 48  0.03167 -3.46309e-05
 49  0.03383 -2.18798e-05 | 50  0.03522  1.45452e-04 | 51  0.03581  1.42107e-04
 52  0.03569  1.48935e-04 | 53  0.03497  2.32951e-04 | 54  0.03369  2.98424e-04
 55  0.03181  1.26694e-04 | 56  0.02924  8.62656e-05 | 57  0.02595  1.08707e-04
 58  0.02210  8.75690e-05 | 59  0.01809  1.11940e-04 | 60  0.01444  3.07903e-04
 61  0.01159  2.75549e-04 | 62  0.00965  1.06992e-04 | 63  0.00843  5.38688e-05
 64  0.00751  6.47324e-05 | 65  0.00676  5.88088e-05 | 66  0.00667 -2.32445e-06
 67  0.00733 -8.03572e-05 | 68  0.00756 -7.26234e-05 | 69  0.00925  2.54583e-05
 70  0.01184  8.49740e-05 | 71  0.01585 -5.55830e-05 | 72  0.01591 -1.40020e-05
 73  0.01457 -1.13852e-05 | 74  0.01279 -4.96687e-05 | 75  0.00454  2.25496e-04
 76  0.00528  1.29233e-05 | 77  0.02478 -9.34786e-05 | 78  0.02305  2.48336e-05
 79 -0.00146  2.35904e-04 | 80  0.01689  3.40468e-04 | 81  0.08563  1.71049e-04
 82  0.02927  2.52068e-06 | 83 -0.01355  5.24520e-05 | 84  0.00543 -7.45782e-05
 85  0.02050 -1.03004e-04 | 86  0.03984  1.59418e-04 | 87  0.00383  2.76486e-04
 88 -0.06167 -1.25393e-04 | 89 -0.07814  8.67446e-05 | 90 -0.07657 -1.73004e-04
 91 -0.03387 -4.73979e-04 | 92  0.07054 -4.70137e-05 | 93  0.02420  1.72366e-04
 94  0.01440 -3.44839e-04 | 95 -0.02744  1.62549e-04 | 96 -0.06673 -1.97427e-04
 97 -0.00607  1.45689e-04 | 98  0.00499 -1.12959e-04 | 99 -0.02699  3.31954e-05
100  0.02854 -2.44329e-04 |101  0.07370  5.64829e-05 |102  0.01067  2.02106e-05
103  0.08269 -4.36401e-04 |104  0.00585 -2.13183e-04 |105  0.13298 -3.19231e-04
106 -0.00521  5.84544e-05 |107 -0.04638  2.27865e-04 |108 -0.05664  4.00679e-04
109 -0.02188 -8.02781e-05 |110  0.09419 -7.05800e-05 |111  0.03192  4.19068e-06
112  0.01684  1.07431e-05 |113 -0.02797 -4.93110e-04 |114 -0.01761  2.32816e-04
115 -0.00584 -4.61494e-05 |116 -0.00040  1.54162e-06 |117  0.00000  0.00000e+00
118  0.00000  0.00000e+00 |119  0.00000  0.00000e+00 |120  0.00000  0.00000e+00
121  0.00000  0.00000e+00 |122  0.00000  0.00000e+00 |123  0.00000  0.00000e+00
124  0.00000  0.00000e+00 |125  0.00000  0.00000e+00 |126  0.00000  0.00000e+00
127  0.00000  0.00000e+00 |128  0.00000  0.00000e+00 |129  0.00000  0.00000e+00
130  0.28246 -2.34339e-04 |131  0.19226  1.27007e-04 |132  0.04652 -1.54693e-04
133  0.29673 -2.05360e-05 |134  0.01644  2.35565e-05 |135 -0.11487 -7.19910e-06
136 -0.47560 -1.02124e-04 |137  0.31380  3.81550e-04 |138  0.04881  2.52089e-04
139 -0.23518 -2.03335e-04 |140  0.18238 -2.44469e-04 |141  0.25986 -4.16862e-05
142  0.17452  2.48539e-04 |143  0.25419  2.03591e-04 |144  0.00593 -1.03097e-04
145 -0.09836 -3.43365e-05 |146  0.10328  1.03343e-04 |147  0.29675  9.34071e-05
148  0.16883 -8.41550e-05 |149  0.24622 -1.32717e-05 |150 -0.35226  4.54149e-05
151  0.24275  5.81880e-05 |152  0.05277 -2.59707e-05 |153 -0.18773 -2.33634e-05
154  0.20257  5.37363e-05 |155  0.31681  4.23574e-05 |156  0.07777 -9.20873e-06
157 -0.53174 -1.63983e-05 |158 -0.38094  1.47283e-04 |159  0.23592  8.11840e-05
160  0.07835  1.01506e-04 |161 -0.12218 -8.01217e-05 |162  0.05188  6.94962e-06
163  0.11968 -2.60737e-05 |164  0.32164  8.70713e-07 |165  0.27256  1.38397e-05
166  0.00470  3.35996e-05 |167  0.00913 -2.18892e-05 |168 -0.14894 -1.47084e-04
169 -0.12575  6.38437e-06 |170  0.01334  1.54068e-04 |171  0.39344  1.78478e-04
172  0.01870 -1.71118e-04 |173 -0.15439 -2.10657e-05 |174  0.09935  5.64186e-06
175  0.16360 -8.79041e-05 |176  0.21873  1.40887e-05 |177  0.25727  5.81630e-06
178  0.02453 -4.21849e-05 |179 -0.00638  2.91795e-05 |180 -0.17625 -3.47509e-06
181 -0.11438 -3.50890e-05 |182 -0.55469  5.79668e-05 |183  0.17097 -1.34972e-04
184  0.09512 -5.82867e-05 |185 -0.25345 -1.63900e-04 |
Estimating row 1 out of 185 for hessian
Estimating row 2 out of 185 for hessian
Estimating row 3 out of 185 for hessian
Estimating row 4 out of 185 for hessian
Estimating row 5 out of 185 for hessian
Estimating row 6 out of 185 for hessian
Estimating row 7 out of 185 for hessian
Estimating row 8 out of 185 for hessian
Estimating row 9 out of 185 for hessian
Estimating row 10 out of 185 for hessian
Estimating row 11 out of 185 for hessian
Estimating row 12 out of 185 for hessian
Estimating row 13 out of 185 for hessian
Estimating row 14 out of 185 for hessian
Estimating row 15 out of 185 for hessian
Estimating row 16 out of 185 for hessian
Estimating row 17 out of 185 for hessian
Estimating row 18 out of 185 for hessian
Estimating row 19 out of 185 for hessian
Estimating row 20 out of 185 for hessian
Estimating row 21 out of 185 for hessian
Estimating row 22 out of 185 for hessian
Estimating row 23 out of 185 for hessian
Estimating row 24 out of 185 for hessian
Estimating row 25 out of 185 for hessian
Estimating row 26 out of 185 for hessian
Estimating row 27 out of 185 for hessian
Estimating row 28 out of 185 for hessian
Estimating row 29 out of 185 for hessian
Estimating row 30 out of 185 for hessian
Estimating row 31 out of 185 for hessian
Estimating row 32 out of 185 for hessian
Estimating row 33 out of 185 for hessian
Estimating row 34 out of 185 for hessian
Estimating row 35 out of 185 for hessian
Estimating row 36 out of 185 for hessian
Estimating row 37 out of 185 for hessian
Estimating row 38 out of 185 for hessian
Estimating row 39 out of 185 for hessian
Estimating row 40 out of 185 for hessian
Estimating row 41 out of 185 for hessian
Estimating row 42 out of 185 for hessian
Estimating row 43 out of 185 for hessian
Estimating row 44 out of 185 for hessian
Estimating row 45 out of 185 for hessian
Estimating row 46 out of 185 for hessian
Estimating row 47 out of 185 for hessian
Estimating row 48 out of 185 for hessian
Estimating row 49 out of 185 for hessian
Estimating row 50 out of 185 for hessian
Estimating row 51 out of 185 for hessian
Estimating row 52 out of 185 for hessian
Estimating row 53 out of 185 for hessian
Estimating row 54 out of 185 for hessian
Estimating row 55 out of 185 for hessian
Estimating row 56 out of 185 for hessian
Estimating row 57 out of 185 for hessian
Estimating row 58 out of 185 for hessian
Estimating row 59 out of 185 for hessian
Estimating row 60 out of 185 for hessian
Estimating row 61 out of 185 for hessian
Estimating row 62 out of 185 for hessian
Estimating row 63 out of 185 for hessian
Estimating row 64 out of 185 for hessian
Estimating row 65 out of 185 for hessian
Estimating row 66 out of 185 for hessian
Estimating row 67 out of 185 for hessian
Estimating row 68 out of 185 for hessian
Estimating row 69 out of 185 for hessian
Estimating row 70 out of 185 for hessian
Estimating row 71 out of 185 for hessian
Estimating row 72 out of 185 for hessian
Estimating row 73 out of 185 for hessian
Estimating row 74 out of 185 for hessian
Estimating row 75 out of 185 for hessian
Estimating row 76 out of 185 for hessian
Estimating row 77 out of 185 for hessian
