
Initial statistics: 108 variables; iteration 0; function evaluation 0; phase 1
Function value 7.3786824e+03; maximum gradient component mag -2.5954e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 16 -0.01077  1.52882e-01 | 17 -0.01028  1.52651e-01 | 18 -0.00977  1.52382e-01
 19 -0.00924  1.52105e-01 | 20 -0.00870  1.51843e-01 | 21 -0.00816  1.51616e-01
 22 -0.00764  1.51441e-01 | 23 -0.00715  1.51326e-01 | 24 -0.00668  1.51270e-01
 25 -0.00626  1.51291e-01 | 26 -0.00588  1.51424e-01 | 27 -0.00553  1.51727e-01
 28 -0.00520  1.52292e-01 | 29 -0.00487  1.53222e-01 | 30 -0.00452  1.54614e-01
 31 -0.00412  1.56587e-01 | 32 -0.00364  1.59247e-01 | 33 -0.00305  1.62707e-01
 34 -0.00233  1.67054e-01 | 35 -0.00143  1.72389e-01 | 36 -0.00033  1.78839e-01
 37  0.00101  1.86534e-01 | 38  0.00262  1.95928e-01 | 39  0.00452  2.07674e-01
 40  0.00674  2.23096e-01 | 41  0.00930  2.44205e-01 | 42  0.01219  2.72139e-01
 43  0.01538  3.03425e-01 | 44  0.01875  3.27119e-01 | 45  0.02215  3.34345e-01
 46  0.02553  3.40962e-01 | 47  0.02887  3.84237e-01 | 48  0.03199  4.66483e-01
 49  0.03436  5.23509e-01 | 50  0.03559  5.08059e-01 | 51  0.03590  4.68499e-01
 52  0.03564  4.49348e-01 | 53  0.03491  4.50878e-01 | 54  0.03380  4.78770e-01
 55  0.03226  5.33398e-01 | 56  0.02991  5.63639e-01 | 57  0.02648  5.15886e-01
 58  0.02247  4.56619e-01 | 59  0.01854  4.40534e-01 | 60  0.01500  4.26080e-01
 61  0.01215  3.87280e-01 | 62  0.01019  3.32634e-01 | 63  0.00892  2.70346e-01
 64  0.00797  2.01731e-01 | 65  0.00720  1.25548e-01 | 66  0.00708  3.79813e-02
 67  0.00768 -6.72905e-02 | 68  0.00780 -1.95246e-01 | 69  0.00931 -3.50028e-01
 70  0.01166 -5.26716e-01 | 71  0.01539 -7.40808e-01 | 72  0.01532 -9.00457e-01
 73  0.01380 -1.05455e+00 | 74  0.01203 -1.15947e+00 | 75  0.00373 -1.15865e+00
 76  0.00430 -1.16800e+00 | 77  0.02412 -1.25539e+00 | 78  0.02270 -1.00219e+00
 79 -0.00195 -5.73091e-01 | 80  0.01556 -6.88291e-01 | 81  0.08750  5.88858e-02
 82  0.02725 -4.52599e-01 | 83 -0.01388 -1.10431e-01 | 84  0.00480 -7.47715e-02
 85  0.01944  2.35813e-01 | 86  0.03974  1.53023e+00 | 87  0.00492  2.19666e+00
 88 -0.06130  1.53242e+00 | 89 -0.07677  1.86218e+00 | 90 -0.07487  1.79723e+00
 91 -0.03266  1.09759e+00 | 92  0.06882 -1.41973e+00 | 93  0.02464 -8.86659e-01
 94  0.01427 -1.27685e+00 | 95 -0.02901 -1.87353e+00 | 96 -0.06788 -1.15743e+00
 97 -0.00613 -1.25828e+00 | 98  0.00459 -1.32762e+00 | 99 -0.02701 -7.78790e-01
100  0.02887 -9.96096e-01 |101  0.07262 -1.55695e+00 |102  0.01020 -7.89820e-01
103  0.08296 -1.23987e-01 |104  0.00626  9.37525e-02 |105  0.13381  6.32899e-01
106 -0.00535 -2.40815e-01 |107 -0.04677 -1.12373e-01 |108 -0.05662 -5.99950e-02
109 -0.02216 -1.20769e-01 |110  0.09334 -4.62476e-01 |111  0.03192 -6.54055e-02
112  0.01752  2.96857e-01 |113 -0.02790  1.90006e-02 |114 -0.01752 -7.54915e-02
115 -0.00573  1.24976e-01 |116 -0.00040 -3.25090e-04 |117  0.28485  1.94888e+00
118  0.19622  3.54320e+00 |119  0.04734  9.07806e+00 |120  0.29661 -1.06876e+01
121 -0.47573 -3.70021e-02 |122  0.31338 -3.48675e-03 |123  0.18322  5.14334e+00
124  0.25980 -8.56606e+00 |125  0.17445 -3.07241e+00 |126  0.25465  4.70414e+00
127  0.10349 -5.30628e-04 |128  0.29680  1.92988e-01 |129  0.16906 -1.19019e+00
130  0.24651  2.39653e+00 |131 -0.35222  8.26499e-01 |132  0.24246 -1.82690e+00
133  0.20278  5.43709e-01 |134  0.31636 -1.94280e+00 |135 -0.38077  1.75314e-01
136  0.23592 -5.24587e-01 |137  0.05179  1.43418e+00 |138  0.11961 -6.77796e+00
139  0.32054 -2.79847e+00 |140  0.27350  1.07847e+01 |141  0.01432  1.82688e+00
142  0.39300 -1.12393e+00 |143  0.09940 -1.09044e+01 |144  0.16346  1.29320e+01
145  0.21910  1.27793e+01 |146  0.25660 -2.81412e+01 |147 -0.56194  3.92643e-01
148  0.16727 -4.26220e-01 |

 - final statistics:
148 variables; iteration 56; function evaluation 63
Function value 7.3345e+03; maximum gradient component mag -8.7044e-01
Exit code = 1;  converg criter 1.0000e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42274 -6.81201e-01 |  2  0.37107  5.53107e-01 |  3 -0.12618 -4.02258e-01
  4 -0.01311 -6.86439e-02 |  5 -0.70907  1.00424e-01 |  6 -0.60421 -3.12515e-01
  7  0.37627 -5.94121e-02 |  8 -0.18512  3.77435e-01 |  9  0.03394 -4.41734e-01
 10 -0.61004 -2.60015e-01 | 11 -0.62327 -7.15670e-02 | 12 -0.09789  2.60337e-01
 13 -0.01216 -7.00542e-03 | 14 -0.01176 -4.87960e-03 | 15 -0.01133 -2.64403e-03
 16 -0.01086 -3.13939e-04 | 17 -0.01035  2.09774e-03 | 18 -0.00982  4.58117e-03
 19 -0.00927  7.12989e-03 | 20 -0.00871  9.73826e-03 | 21 -0.00816  1.23980e-02
 22 -0.00762  1.50932e-02 | 23 -0.00710  1.77989e-02 | 24 -0.00662  2.04845e-02
 25 -0.00619  2.31258e-02 | 26 -0.00579  2.57096e-02 | 27 -0.00542  2.82309e-02
 28 -0.00508  3.06847e-02 | 29 -0.00474  3.30597e-02 | 30 -0.00437  3.53395e-02
 31 -0.00396  3.75231e-02 | 32 -0.00347  3.96313e-02 | 33 -0.00288  4.17341e-02
 34 -0.00215  4.39656e-02 | 35 -0.00125  4.65516e-02 | 36 -0.00014  4.97806e-02
 37  0.00121  5.38484e-02 | 38  0.00283  5.85918e-02 | 39  0.00474  6.29398e-02
 40  0.00695  6.49330e-02 | 41  0.00946  6.32468e-02 | 42  0.01227  6.03033e-02
 43  0.01539  6.25102e-02 | 44  0.01877  7.11768e-02 | 45  0.02224  7.55162e-02
 46  0.02567  7.24419e-02 | 47  0.02893  8.07791e-02 | 48  0.03183  1.01066e-01
 49  0.03402  1.05248e-01 | 50  0.03534  9.18827e-02 | 51  0.03588  7.98134e-02
 52  0.03573  7.05277e-02 | 53  0.03498  6.10966e-02 | 54  0.03371  5.60808e-02
 55  0.03191  6.31017e-02 | 56  0.02942  6.89102e-02 | 57  0.02606  4.78414e-02
 58  0.02216  2.88772e-02 | 59  0.01816  1.90675e-02 | 60  0.01445 -5.24477e-03
 61  0.01154 -2.75198e-02 | 62  0.00961 -3.86854e-02 | 63  0.00839 -4.60651e-02
 64  0.00747 -5.57510e-02 | 65  0.00669 -6.98750e-02 | 66  0.00655 -8.63714e-02
 67  0.00717 -1.02946e-01 | 68  0.00735 -1.17959e-01 | 69  0.00906 -1.18701e-01
 70  0.01170 -1.13674e-01 | 71  0.01576 -9.87420e-02 | 72  0.01588 -7.87005e-02
 73  0.01460 -5.50161e-02 | 74  0.01284 -2.94552e-02 | 75  0.00469  2.14870e-03
 76  0.00554  1.21655e-02 | 77  0.02486 -4.05179e-03 | 78  0.02308 -3.54115e-02
 79 -0.00134 -6.40022e-02 | 80  0.01662 -9.36034e-02 | 81  0.08571  1.73007e-02
 82  0.02941  1.08290e-02 | 83 -0.01331  8.69015e-02 | 84  0.00546  3.29766e-02
 85  0.02064  2.66835e-02 | 86  0.03992 -6.93461e-02 | 87  0.00379 -1.69697e-01
 88 -0.06189 -1.90837e-01 | 89 -0.07800  2.70457e-02 | 90 -0.07619  1.89466e-01
 91 -0.03342  2.21429e-01 | 92  0.07046 -6.03299e-02 | 93  0.02461  1.08779e-01
 94  0.01457  1.67020e-02 | 95 -0.02727 -3.57941e-02 | 96 -0.06675 -1.47736e-01
 97 -0.00636 -3.49770e-01 | 98  0.00504 -2.30950e-01 | 99 -0.02695 -9.90194e-02
100  0.02877  1.69679e-02 |101  0.07379  1.48469e-01 |102  0.01155  4.17050e-01
103  0.08329  4.42304e-01 |104  0.00591 -1.10340e-02 |105  0.13268 -5.67882e-01
106 -0.00518 -6.87069e-02 |107 -0.04640 -4.19120e-02 |108 -0.05656  8.00991e-03
109 -0.02184 -9.51200e-03 |110  0.09443  1.84168e-02 |111  0.03208  2.42728e-02
112  0.01719  9.03365e-02 |113 -0.02802 -3.86841e-02 |114 -0.01757 -1.59147e-03
115 -0.00570  4.65591e-02 |116 -0.00040 -2.47245e-05 |117  0.28169  7.47056e-02
118  0.19117  1.28890e-01 |119  0.04658  3.75026e-01 |120  0.29674 -3.32279e-01
121 -0.47589 -1.32065e-01 |122  0.31366  3.77065e-02 |123  0.18198 -2.80220e-01
124  0.25962 -5.33609e-01 |125  0.17428 -3.67599e-01 |126  0.25403 -9.43610e-02
127  0.10331  3.18079e-04 |128  0.29675 -2.19088e-02 |129  0.16918  1.78796e-01
130  0.24643  2.18067e-01 |131 -0.35202  7.38454e-02 |132  0.24284 -4.31131e-02
133  0.20261 -7.51464e-02 |134  0.31679 -6.71315e-02 |135 -0.38006  7.34343e-02
136  0.23629 -3.12740e-03 |137  0.05198  6.66842e-01 |138  0.11974 -1.32374e-01
139  0.32159  1.81180e-01 |140  0.27261  3.54884e-01 |141  0.01319 -4.07426e-01
142  0.39343  1.13685e-01 |143  0.09937 -3.15934e-01 |144  0.16364  4.33298e-01
145  0.21875  4.40884e-01 |146  0.25727 -8.70437e-01 |147 -0.55133  2.71720e-01
148  0.17246  7.92623e-03 |

Initial statistics: 172 variables; iteration 0; function evaluation 0; phase 4
Function value 7.3345160e+03; maximum gradient component mag -2.6749e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42274 -6.81201e-01 |  2  0.37107  5.53107e-01 |  3 -0.12618 -4.02258e-01
  4 -0.01311 -6.86439e-02 |  5 -0.70907  1.00424e-01 |  6 -0.60421 -3.12515e-01
  7  0.37627 -5.94121e-02 |  8 -0.18512  3.77435e-01 |  9  0.03394 -4.41734e-01
 10 -0.61004 -2.60015e-01 | 11 -0.62327 -7.15670e-02 | 12 -0.09789  2.60337e-01
 13 -0.01216 -7.00542e-03 | 14 -0.01176 -4.87960e-03 | 15 -0.01133 -2.64403e-03
 16 -0.01086 -3.13939e-04 | 17 -0.01035  2.09774e-03 | 18 -0.00982  4.58117e-03
 19 -0.00927  7.12989e-03 | 20 -0.00871  9.73826e-03 | 21 -0.00816  1.23980e-02
 22 -0.00762  1.50932e-02 | 23 -0.00710  1.77989e-02 | 24 -0.00662  2.04845e-02
 25 -0.00619  2.31258e-02 | 26 -0.00579  2.57096e-02 | 27 -0.00542  2.82309e-02
 28 -0.00508  3.06847e-02 | 29 -0.00474  3.30597e-02 | 30 -0.00437  3.53395e-02
 31 -0.00396  3.75231e-02 | 32 -0.00347  3.96313e-02 | 33 -0.00288  4.17341e-02
 34 -0.00215  4.39656e-02 | 35 -0.00125  4.65516e-02 | 36 -0.00014  4.97806e-02
 37  0.00121  5.38484e-02 | 38  0.00283  5.85918e-02 | 39  0.00474  6.29398e-02
 40  0.00695  6.49330e-02 | 41  0.00946  6.32468e-02 | 42  0.01227  6.03033e-02
 43  0.01539  6.25102e-02 | 44  0.01877  7.11768e-02 | 45  0.02224  7.55162e-02
 46  0.02567  7.24419e-02 | 47  0.02893  8.07791e-02 | 48  0.03183  1.01066e-01
 49  0.03402  1.05248e-01 | 50  0.03534  9.18827e-02 | 51  0.03588  7.98134e-02
 52  0.03573  7.05277e-02 | 53  0.03498  6.10966e-02 | 54  0.03371  5.60808e-02
 55  0.03191  6.31017e-02 | 56  0.02942  6.89102e-02 | 57  0.02606  4.78414e-02
 58  0.02216  2.88772e-02 | 59  0.01816  1.90675e-02 | 60  0.01445 -5.24477e-03
 61  0.01154 -2.75198e-02 | 62  0.00961 -3.86854e-02 | 63  0.00839 -4.60651e-02
 64  0.00747 -5.57510e-02 | 65  0.00669 -6.98750e-02 | 66  0.00655 -8.63714e-02
 67  0.00717 -1.02946e-01 | 68  0.00735 -1.17959e-01 | 69  0.00906 -1.18701e-01
 70  0.01170 -1.13674e-01 | 71  0.01576 -9.87420e-02 | 72  0.01588 -7.87005e-02
 73  0.01460 -5.50161e-02 | 74  0.01284 -2.94552e-02 | 75  0.00469  2.14870e-03
 76  0.00554  1.21655e-02 | 77  0.02486 -4.05179e-03 | 78  0.02308 -3.54115e-02
 79 -0.00134 -6.40022e-02 | 80  0.01662 -9.36034e-02 | 81  0.08571  1.73007e-02
 82  0.02941  1.08290e-02 | 83 -0.01331  8.69015e-02 | 84  0.00546  3.29766e-02
 85  0.02064  2.66835e-02 | 86  0.03992 -6.93461e-02 | 87  0.00379 -1.69697e-01
 88 -0.06189 -1.90837e-01 | 89 -0.07800  2.70457e-02 | 90 -0.07619  1.89466e-01
 91 -0.03342  2.21429e-01 | 92  0.07046 -6.03299e-02 | 93  0.02461  1.08779e-01
 94  0.01457  1.67020e-02 | 95 -0.02727 -3.57941e-02 | 96 -0.06675 -1.47736e-01
 97 -0.00636 -3.49770e-01 | 98  0.00504 -2.30950e-01 | 99 -0.02695 -9.90194e-02
100  0.02877  1.69679e-02 |101  0.07379  1.48469e-01 |102  0.01155  4.17050e-01
103  0.08329  4.42304e-01 |104  0.00591 -1.10340e-02 |105  0.13268 -5.67882e-01
106 -0.00518 -6.87069e-02 |107 -0.04640 -4.19120e-02 |108 -0.05656  8.00991e-03
109 -0.02184 -9.51200e-03 |110  0.09443  1.84168e-02 |111  0.03208  2.42728e-02
112  0.01719  9.03365e-02 |113 -0.02802 -3.86841e-02 |114 -0.01757 -1.59147e-03
115 -0.00570  4.65591e-02 |116 -0.00040 -2.47245e-05 |117  0.28169  7.47056e-02
118  0.19117  1.28890e-01 |119  0.04658  3.75026e-01 |120  0.29674 -3.32279e-01
121  0.01638  2.36509e-01 |122 -0.11477  8.55347e-01 |123 -0.47589 -1.32065e-01
124  0.31366  3.77065e-02 |125  0.04878 -2.29366e-01 |126 -0.23502  3.91089e-02
127  0.18198 -2.80220e-01 |128  0.25962 -5.33609e-01 |129  0.17428 -3.67599e-01
130  0.25403 -9.43610e-02 |131  0.00587 -3.19325e-01 |132 -0.09827  2.66159e-01
133  0.10331  3.18079e-04 |134  0.29675 -2.19088e-02 |135  0.16918  1.78796e-01
136  0.24643  2.18067e-01 |137 -0.35202  7.38454e-02 |138  0.24284 -4.31131e-02
139  0.05275  2.17669e-01 |140 -0.18762  7.61087e-01 |141  0.20261 -7.51464e-02
142  0.31679 -6.71315e-02 |143  0.07774 -5.31058e-01 |144 -0.53183 -6.55205e-05
145 -0.38006  7.34343e-02 |146  0.23629 -3.12740e-03 |147  0.07820  5.58175e-03
148 -0.12196  1.98906e+00 |149  0.05198  6.66842e-01 |150  0.11974 -1.32374e-01
151  0.32159  1.81180e-01 |152  0.27261  3.54884e-01 |153  0.00546  6.74884e-01
154  0.00907 -3.37753e-02 |155 -0.15012 -2.67489e+00 |156 -0.12571  2.80892e-01
157  0.01319 -4.07426e-01 |158  0.39343  1.13685e-01 |159  0.01863 -4.13255e-01
160 -0.15435 -1.01470e-01 |161  0.09937 -3.15934e-01 |162  0.16364  4.33298e-01
163  0.21875  4.40884e-01 |164  0.25727 -8.70437e-01 |165  0.02453 -2.25853e-01
166 -0.00648  2.08780e-02 |167 -0.17628 -3.48919e-01 |168 -0.11429  2.57373e+00
169 -0.55133  2.71720e-01 |170  0.17246  7.92623e-03 |171  0.09511  1.19482e+00
172 -0.25343  1.95675e-01 |

Intermediate statistics: 172 variables; iteration 20; function evaluation 22; phase 4
Function value 7.3345130e+03; maximum gradient component mag -8.9916e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42277 -4.63012e-01 |  2  0.37098 -8.99157e+00 |  3 -0.12615 -5.94449e+00
  4 -0.01315 -6.47516e+00 |  5 -0.70931 -9.10842e-02 |  6 -0.60419 -4.45736e-01
  7  0.37622  5.04833e-01 |  8 -0.18514 -1.01811e-01 |  9  0.03405  2.29009e-01
 10 -0.60988  9.93777e-02 | 11 -0.62324  1.50024e+00 | 12 -0.09780  1.01995e+00
 13 -0.01207  7.28446e-03 | 14 -0.01168  7.80132e-03 | 15 -0.01126  8.33836e-03
 16 -0.01079  8.89303e-03 | 17 -0.01029  9.46257e-03 | 18 -0.00976  1.00443e-02
 19 -0.00922  1.06359e-02 | 20 -0.00867  1.12338e-02 | 21 -0.00812  1.18329e-02
 22 -0.00759  1.24258e-02 | 23 -0.00708  1.30030e-02 | 24 -0.00660  1.35544e-02
 25 -0.00617  1.40735e-02 | 26 -0.00578  1.45564e-02 | 27 -0.00542  1.50005e-02
 28 -0.00508  1.54037e-02 | 29 -0.00474  1.57635e-02 | 30 -0.00438  1.60763e-02
 31 -0.00397  1.63441e-02 | 32 -0.00348  1.65721e-02 | 33 -0.00289  1.67758e-02
 34 -0.00217  1.69810e-02 | 35 -0.00127  1.72332e-02 | 36 -0.00016  1.75944e-02
 37  0.00118  1.81150e-02 | 38  0.00278  1.87942e-02 | 39  0.00468  1.94448e-02
 40  0.00689  1.96681e-02 | 41  0.00941  1.91271e-02 | 42  0.01224  1.82626e-02
 43  0.01536  1.85789e-02 | 44  0.01871  2.06431e-02 | 45  0.02217  2.18698e-02
 46  0.02561  2.12404e-02 | 47  0.02884  2.41882e-02 | 48  0.03167  3.14586e-02
 49  0.03383  3.42884e-02 | 50  0.03519  3.16956e-02 | 51  0.03576  2.98402e-02
 52  0.03563  2.93591e-02 | 53  0.03489  2.93226e-02 | 54  0.03362  3.12291e-02
 55  0.03177  3.73392e-02 | 56  0.02922  4.30364e-02 | 57  0.02591  4.06603e-02
 58  0.02205  3.93064e-02 | 59  0.01805  4.06531e-02 | 60  0.01440  3.86095e-02
 61  0.01154  3.74979e-02 | 62  0.00961  3.90451e-02 | 63  0.00840  4.12540e-02
 64  0.00748  4.25132e-02 | 65  0.00674  4.21397e-02 | 66  0.00664  4.07861e-02
 67  0.00729  3.92738e-02 | 68  0.00750  3.73028e-02 | 69  0.00919  3.74634e-02
 70  0.01180  3.72147e-02 | 71  0.01581  3.73578e-02 | 72  0.01586  3.43015e-02
 73  0.01453  2.69392e-02 | 74  0.01273  1.86487e-02 | 75  0.00450  1.33011e-02
 76  0.00533  2.65249e-03 | 77  0.02473 -1.36184e-02 | 78  0.02305 -7.03236e-03
 79 -0.00128 -1.12652e-02 | 80  0.01687 -4.17019e-02 | 81  0.08565 -1.91511e-02
 82  0.02940  3.06154e-02 | 83 -0.01349  1.34772e-02 | 84  0.00546  3.61644e-03
 85  0.02056  4.77228e-03 | 86  0.03989 -1.90758e-03 | 87  0.00391  4.11524e-02
 88 -0.06159  1.41589e-02 | 89 -0.07808 -7.53769e-03 | 90 -0.07652 -3.73909e-02
 91 -0.03382 -1.06307e-01 | 92  0.07063 -1.07643e-01 | 93  0.02428 -5.07596e-02
 94  0.01446 -8.77020e-02 | 95 -0.02738 -3.11007e-02 | 96 -0.06665 -8.86796e-02
 97 -0.00600 -8.01147e-02 | 98  0.00507 -6.47399e-02 | 99 -0.02694 -3.87736e-02
100  0.02866 -3.10776e-02 |101  0.07378 -3.51281e-02 |102  0.01078  1.60168e-02
103  0.08275 -3.93078e-02 |104  0.00591  7.09545e-03 |105  0.13303 -9.24124e-02
106 -0.00515  1.99678e-02 |107 -0.04634 -3.00941e-02 |108 -0.05662  5.86536e-03
109 -0.02187 -8.63593e-03 |110  0.09421  4.40185e-04 |111  0.03195  1.54103e-02
112  0.01688 -1.91037e-02 |113 -0.02794 -1.05185e-02 |114 -0.01758  2.02493e-02
115 -0.00582 -2.10176e-02 |116 -0.00040 -1.66247e-04 |117  0.28181  2.53229e-01
118  0.19158  9.23105e-02 |119  0.04652  8.49321e-02 |120  0.29674 -9.29693e-02
121  0.01644  1.82617e-02 |122 -0.11487  7.58115e-02 |123 -0.47579 -1.85016e-02
124  0.31366  9.04370e-05 |125  0.04886 -2.90655e-02 |126 -0.23521 -7.46003e-03
127  0.18234  1.13070e-01 |128  0.25984 -2.53260e-01 |129  0.17451 -3.21560e-02
130  0.25417 -5.60081e-02 |131  0.00592 -7.70277e-02 |132 -0.09841 -1.82209e-01
133  0.10323 -4.84875e-02 |134  0.29675  9.86797e-02 |135  0.16878 -1.49726e-01
136  0.24621  1.95435e-01 |137 -0.35213  1.07908e-01 |138  0.24277 -1.28752e-01
139  0.05276  2.22075e-01 |140 -0.18771  7.63656e-01 |141  0.20259  2.99586e-02
142  0.31681 -1.41323e-02 |143  0.07777  1.84410e-01 |144 -0.53183 -1.83218e-05
145 -0.38022  3.84136e-02 |146  0.23616 -3.43334e-02 |147  0.07820 -2.90931e-02
148 -0.12217  3.42223e-01 |149  0.05169 -8.87971e-02 |150  0.11965 -3.88596e-01
151  0.32166  3.04386e-01 |152  0.27258  4.65724e-01 |153  0.00494  3.59822e-02
154  0.00913 -1.91929e-01 |155 -0.14907 -1.44358e-01 |156 -0.12577 -3.07208e-01
157  0.01329 -1.29851e-01 |158  0.39342  2.14167e-02 |159  0.01867 -1.57049e-01
160 -0.15441 -7.26285e-02 |161  0.09931 -1.74053e-01 |162  0.16359 -2.71858e-01
163  0.21873  5.87467e-01 |164  0.25727  3.01926e-01 |165  0.02458  9.62856e-01
166 -0.00637 -1.22656e-01 |167 -0.17626  4.00290e-01 |168 -0.11439 -1.70113e-01
169 -0.55203  1.29770e-01 |170  0.17212  5.13354e-02 |171  0.09488  2.39435e-01
172 -0.25323  8.48909e-02 |
172 variables; iteration 40; function evaluation 44; phase 4
Function value 7.3345128e+03; maximum gradient component mag -8.6998e+00
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.42276 -3.69383e-01 |  2  0.37098 -8.69984e+00 |  3 -0.12617 -5.77226e+00
  4 -0.01315 -6.28954e+00 |  5 -0.70931 -6.69588e-02 |  6 -0.60418 -4.88012e-01
  7  0.37622  4.56709e-01 |  8 -0.18516 -5.85745e-02 |  9  0.03407  2.18359e-01
 10 -0.60988  1.13529e-01 | 11 -0.62324  1.43434e+00 | 12 -0.09827  9.18643e-01
 13 -0.01207  5.50265e-03 | 14 -0.01168  6.14790e-03 | 15 -0.01125  6.81792e-03
 16 -0.01078  7.50844e-03 | 17 -0.01028  8.21539e-03 | 18 -0.00975  8.93497e-03
 19 -0.00921  9.66374e-03 | 20 -0.00866  1.03973e-02 | 21 -0.00811  1.11295e-02
 22 -0.00757  1.18511e-02 | 23 -0.00707  1.25506e-02 | 24 -0.00659  1.32154e-02
 25 -0.00616  1.38368e-02 | 26 -0.00577  1.44095e-02 | 27 -0.00541  1.49308e-02
 28 -0.00507  1.53982e-02 | 29 -0.00473  1.58090e-02 | 30 -0.00436  1.61590e-02
 31 -0.00396  1.64500e-02 | 32 -0.00347  1.66888e-02 | 33 -0.00288  1.68954e-02
 34 -0.00216  1.71036e-02 | 35 -0.00126  1.73700e-02 | 36 -0.00015  1.77673e-02
 37  0.00119  1.83480e-02 | 38  0.00280  1.90967e-02 | 39  0.00470  1.97987e-02
 40  0.00690  2.00606e-02 | 41  0.00942  1.96507e-02 | 42  0.01225  1.91484e-02
 43  0.01538  1.99148e-02 | 44  0.01872  2.21552e-02 | 45  0.02219  2.37573e-02
 46  0.02564  2.43247e-02 | 47  0.02888  2.70883e-02 | 48  0.03169  3.16672e-02
 49  0.03385  3.38188e-02 | 50  0.03522  3.37766e-02 | 51  0.03581  3.41074e-02
 52  0.03569  3.48692e-02 | 53  0.03496  3.56280e-02 | 54  0.03369  3.69849e-02
 55  0.03183  4.01366e-02 | 56  0.02927  4.33793e-02 | 57  0.02597  4.23727e-02
 58  0.02212  4.14281e-02 | 59  0.01811  4.20698e-02 | 60  0.01446  3.98517e-02
 61  0.01159  3.79982e-02 | 62  0.00967  3.84368e-02 | 63  0.00845  3.95349e-02
 64  0.00753  3.97338e-02 | 65  0.00678  3.83365e-02 | 66  0.00668  3.59703e-02
 67  0.00733  3.35080e-02 | 68  0.00755  3.07286e-02 | 69  0.00924  3.00143e-02
 70  0.01184  2.85915e-02 | 71  0.01585  2.83653e-02 | 72  0.01591  2.55795e-02
 73  0.01457  1.89873e-02 | 74  0.01279  1.32896e-02 | 75  0.00455  9.46587e-03
 76  0.00529 -3.83229e-03 | 77  0.02477 -1.64140e-02 | 78  0.02305 -1.31875e-02
 79 -0.00145 -2.53686e-02 | 80  0.01684 -4.55604e-02 | 81  0.08565 -2.90328e-02
 82  0.02927  2.48849e-02 | 83 -0.01353  1.45387e-02 | 84  0.00541  6.73937e-03
 85  0.02050  1.61930e-02 | 86  0.03983  1.53124e-02 | 87  0.00381  4.37808e-02
 88 -0.06167  1.29626e-02 | 89 -0.07814  9.28881e-03 | 90 -0.07656 -8.02272e-03
 91 -0.03385 -6.62698e-02 | 92  0.07052 -7.18255e-02 | 93  0.02420 -1.06381e-02
 94  0.01440 -3.85756e-02 | 95 -0.02743 -2.12035e-03 | 96 -0.06672 -8.61277e-02
 97 -0.00612 -1.00237e-01 | 98  0.00496 -9.28249e-02 | 99 -0.02702 -6.56496e-02
100  0.02856 -7.49614e-02 |101  0.07367 -7.87702e-02 |102  0.01077  1.35926e-02
103  0.08271 -2.87135e-02 |104  0.00588  6.54787e-03 |105  0.13294 -1.22042e-01
106 -0.00519  1.55685e-02 |107 -0.04637 -2.93211e-02 |108 -0.05662  8.22407e-03
109 -0.02187 -5.34909e-03 |110  0.09421  6.92541e-03 |111  0.03194  1.95869e-02
112  0.01688 -1.03049e-02 |113 -0.02797 -1.38334e-02 |114 -0.01760  1.65147e-02
115 -0.00581 -1.93590e-02 |116 -0.00040 -2.54079e-04 |117  0.28251  2.74683e-01
118  0.19231  1.22331e-01 |119  0.04653 -3.50482e-02 |120  0.29673 -4.20866e-03
121  0.01643 -6.29768e-02 |122 -0.11486 -1.02758e-01 |123 -0.47566 -1.00227e-02
124  0.31374  2.51773e-03 |125  0.04882 -1.12353e-02 |126 -0.23516  3.50647e-03
127  0.18237  4.05567e-01 |128  0.25980 -9.31808e-01 |129  0.17453  7.22206e-02
130  0.25417 -1.68376e-01 |131  0.00592 -1.93296e-02 |132 -0.09838 -1.02043e-01
133  0.10330 -1.40380e-01 |134  0.29678  3.25734e-01 |135  0.16886 -3.30222e-02
136  0.24623  6.29362e-02 |137 -0.35225  1.23664e-01 |138  0.24273 -1.45080e-01
139  0.05279  3.60116e-01 |140 -0.18771  7.28989e-01 |141  0.20257 -6.61734e-02
142  0.31684  1.55608e-01 |143  0.07776 -2.12742e-01 |144 -0.53183 -4.53332e-05
145 -0.38083  5.66094e-02 |146  0.23593 -1.30047e-01 |147  0.07834  4.71769e-02
148 -0.12216  1.87827e-01 |149  0.05190 -1.15030e-01 |150  0.11968 -2.16094e-01
151  0.32169  2.11689e-01 |152  0.27260  3.71170e-01 |153  0.00468 -7.45755e-02
154  0.00913 -2.18120e-02 |155 -0.14900 -1.83691e-01 |156 -0.12572  8.83512e-02
157  0.01333 -1.21088e-02 |158  0.39343 -6.19264e-03 |159  0.01870 -1.04690e-02
160 -0.15438  3.90795e-03 |161  0.09932 -1.99868e-01 |162  0.16358 -5.12944e-01
163  0.21873  5.81638e-01 |164  0.25725  3.90354e-02 |165  0.02457  9.38782e-01
